,date,song,artist,peak-rank,weeks-on-board,release_year,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_m
217,1999,Kiss Me,Sixpence None The Richer,2,33,1999,754kgU5rWscRTfvlsuEwFp,0.526,0.749,D#,-6.964,1,0.0283,0.023,1.76E-06,0.0692,0.421,99.982,754kgU5rWscRTfvlsuEwFp,3.48
218,1999,Fortunate,Maxwell,4,25,1999,4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,C,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4BP3uh0hFLFRb5cjsgLqDh,2.35
219,1999,Lost In You,Garth Brooks as Chris Gaines,5,10,1999,5BIY4jMiYsp5QKKE05AXUF,0.77,0.607,F,-12.02,0,0.115,0.337,0,0.121,0.791,90.028,5BIY4jMiYsp5QKKE05AXUF,1.68
220,1999,All Star,Smash Mouth,4,30,1999,3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,G#,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,3GCdLUSnKSMJhs4Tj6CV3s,3.87
221,1999,Save Tonight,Eagle-Eye Cherry,5,28,1999,1t2Hq2WIBcZINOEnK6mdJG,0.547,0.693,C,-8.786,1,0.0353,9.24E-05,5.46E-05,0.113,0.583,119.567,1t2Hq2WIBcZINOEnK6mdJG,3.99
222,1998,Daydreamin',Tatyana Ali,6,17,1998,69w5X6uTrOaWM32IetSzvO,0.707,0.811,E,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,69w5X6uTrOaWM32IetSzvO,3.12
223,1998,They Don't Know,Jon B,7,31,1998,0b5w1gamS9f239Sms9guAB,0.699,0.388,F#,-10.722,1,0.0531,0.588,1.98E-06,0.0658,0.566,125.858,0b5w1gamS9f239Sms9guAB,4.58
224,1998,How Do I Live,LeAnn Rimes,2,69,1998,7BD50ATrF3Vab5FQy7vtK8,0.577,0.462,D,-7.989,1,0.0279,0.128,0,0.0822,0.258,128.303,7BD50ATrF3Vab5FQy7vtK8,4.45
225,1998,Sex And Candy,Marcy Playground,8,28,1998,5mkGfmJGFZpwK9nA5amOhv,0.67,0.558,D,-9.159,1,0.0251,0.238,0,0.106,0.63,80.511,5mkGfmJGFZpwK9nA5amOhv,2.89
226,1998,Say It,Voices Of Theory,10,31,1998,2Gk6fi0dqt91NKvlzGsmm7,0.773,0.635,A#,-5.06,1,0.0452,0.0585,0,0.132,0.476,121.879,2Gk6fi0dqt91NKvlzGsmm7,2.89
227,1998,Crush,Jennifer Paige,3,25,1998,11qh54D0PKkBwelpDxxiEU,0.5,0.225,C,-10.22,1,0.0302,0.842,0,0.112,0.355,173.788,11qh54D0PKkBwelpDxxiEU,3.22
228,1998,When The Lights Go Out,Five,10,26,1998,7xY5PbhYQgCCbpfpn7HDT9,0.679,0.689,C,-7.208,1,0.0586,0.0208,0.1,0.243,0.431,115.067,7xY5PbhYQgCCbpfpn7HDT9,3.31
229,1998,Never Ever,All Saints,4,19,1998,5YqltLsjdqFtvqE7Nrysvs,0.567,0.686,G,-6.139,1,0.175,0.0317,1.86E-06,0.0732,0.716,172.014,5YqltLsjdqFtvqE7Nrysvs,3.22
230,1998,Time After Time,Inoj,6,16,1998,7o9uu2GDtVDr9nsR7ZRN73,0.726,0.449,C,-9.206,1,0.0286,0.487,1.34E-06,0.0824,0.294,130.388,7o9uu2GDtVDr9nsR7ZRN73,4.02
231,1998,I Don't Ever Want To See You Again,Uncle Sam,6,28,1998,4oJEy4qDPwDk5ac26yEMeL,0.607,0.497,B,-7.017,1,0.0374,0.38,0,0.0681,0.407,125.951,4oJEy4qDPwDk5ac26yEMeL,5.75
232,1998,Body Bumpin' Yippie-Yi-Yo,Public Announcement,5,22,1998,3EdakRU1Y7pc8QXcON3vlz,0.779,0.423,B,-5.238,0,0.038,0.182,0,0.183,0.326,121.962,3EdakRU1Y7pc8QXcON3vlz,4.6
233,1998,Gone Till November,Wyclef Jean,7,20,1998,2LTJYsWOqsjntJpRy2HpY6,0.478,0.537,B,-8.378,0,0.111,0.248,0,0.271,0.384,82.902,2LTJYsWOqsjntJpRy2HpY6,2.68
234,1998,Tubthumping,Chumbawamba,6,31,1998,22HYEJveCvykVDHDiEEmjZ,0.348,0.88,D,-7.366,1,0.0978,0.128,0,0.357,0.606,101.185,22HYEJveCvykVDHDiEEmjZ,4.65
235,1998,My Body,LSG,4,20,1998,2aEuXA1KswHlCGPOuPmCOW,0.714,0.665,E,-7.736,0,0.0509,0.0996,0,0.226,0.842,78.515,2aEuXA1KswHlCGPOuPmCOW,3.41
236,1998,Feel So Good,Mase,5,20,1998,7hfRrdFJgFKK3cJ4rmkecE,0.821,0.703,B,-8.464,0,0.24,0.192,0,0.0816,0.536,105.154,7hfRrdFJgFKK3cJ4rmkecE,3.39
237,1998,Sunny Came Home,Shawn Colvin,7,32,1998,4mOxpj82q6n3EO7HBZCelX,0.558,0.579,B,-8.05,0,0.0324,0.342,0.00831,0.0989,0.403,167.812,4mOxpj82q6n3EO7HBZCelX,4.4
238,1998,Barbie Girl,Aqua,7,16,1998,5ZrDlcxIDZyjOzHdYW1ydr,0.812,0.879,C#,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,5ZrDlcxIDZyjOzHdYW1ydr,3.3
239,1997,Where Do You Go,No Mercy,5,39,1997,7tV6JEHoUvSaC6fbrI428J,0.45,0.377,D,-6.908,1,0.0377,0.55,0,0.151,0.352,100.764,7tV6JEHoUvSaC6fbrI428J,3.43
240,1997,I Belong To You (Every Time I See Your Face),Rome,6,26,1997,1nP6feYWJVpbO41aezFtm2,0.759,0.337,C,-11.034,0,0.0351,0.026,0,0.0753,0.329,117.846,1nP6feYWJVpbO41aezFtm2,4.55
241,1997,Macarena (Bayside Boys Mix),Los Del Rio,1,60,1997,0a3SUpxyMCdPy6mrFH4YJF,0.766,0.74,C#,-8.581,1,0.0417,0.0185,0.695,0.0576,0.902,112.979,0a3SUpxyMCdPy6mrFH4YJF,3.41
242,1997,Mouth,Merril Bainbridge,4,30,1997,1fEGtTZjrjJW8eUeewnNJR,0.369,0.403,D#,-7.996,1,0.0259,0.827,0.0541,0.106,0.177,154.899,1fEGtTZjrjJW8eUeewnNJR,4.03
243,1997,I Love You Always Forever,Donna Lewis,2,41,1997,1PEqh7awkpuepLBSq8ZwqD,0.744,0.453,F,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,1PEqh7awkpuepLBSq8ZwqD,4
244,1997,Where Have All The Cowboys Gone?,Paula Cole,8,21,1997,2ck13qfgRZ1msyEJlDqzvk,0.588,0.826,B,-6.182,0,0.0569,0.0351,0,0.454,0.621,129.021,2ck13qfgRZ1msyEJlDqzvk,4.39
245,1997,It's Your Love,Tim McGraw With Faith Hill,7,20,1997,503sFkc8Y2eyGnM6cu8kHm,0.474,0.528,G,-8.588,1,0.0276,0.526,0,0.109,0.364,144.366,503sFkc8Y2eyGnM6cu8kHm,3.79
246,1997,Bitch,Meredith Brooks,2,30,1997,34sOdxWu9FljH84UXdRwu1,0.43,0.692,F#,-4.234,1,0.0429,0.254,4.17E-06,0.148,0.401,156.261,34sOdxWu9FljH84UXdRwu1,2.76
247,1997,Return Of The Mack,Mark Morrison,2,40,1997,3jDdpx9PMlfMBS5tOBHFm9,0.715,0.833,D,-5.379,1,0.108,0.00631,0,0.164,0.612,95.487,3jDdpx9PMlfMBS5tOBHFm9,3.55
248,1997,The Freshmen,The Verve Pipe,5,42,1997,21jEuMn2lf37715rwjow2M,0.571,0.505,C#,-9.312,0,0.0238,0.0757,1.04E-05,0.109,0.276,99.562,21jEuMn2lf37715rwjow2M,4.49
249,1996,Lady,D'Angelo,10,20,1996,7mXuWTczZNxG5EDcjFEuJR,0.646,0.736,F,-7.118,0,0.0449,0.216,0,0.415,0.873,140.098,7mXuWTczZNxG5EDcjFEuJR,3.55
250,1996,Roll To Me,Del Amitri,10,36,1996,64UioB4Nmwgn2f4cbIpAkl,0.752,0.684,C,-7.599,1,0.15,0.0994,0,0.0897,0.539,141.075,64UioB4Nmwgn2f4cbIpAkl,2.94
251,1996,Tell Me,Groove Theory,5,33,1996,0lizgQ7Qw35od7CYaoMBZb,0.525,0.621,G,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9,0lizgQ7Qw35od7CYaoMBZb,3.4
252,1996,Breakfast At Tiffany's,Deep Blue Something,5,36,1996,1uzWOoJdADfstQuFtQFTUn,0.622,0.829,D,-5.548,1,0.029,0.11,0,0.0954,0.539,110.367,1uzWOoJdADfstQuFtQFTUn,4.29
253,1996,One Of Us,Joan Osborne,4,22,1996,7lOZ311mLUjPELoPjogwlU,0.624,0.841,C,-3.868,0,0.0355,0.0131,0,0.235,0.512,144.964,7lOZ311mLUjPELoPjogwlU,2.97
254,1996,Wonderwall,Oasis,8,20,1996,7ygpwy2qP3NbrxVkHvUhXY,0.375,0.893,D,-4.097,1,0.0406,0.000509,0,0.187,0.434,174.323,7ygpwy2qP3NbrxVkHvUhXY,4.31
255,1996,Back For Good,Take That,7,30,1996,6vcdzohhBSbNdsZBh5IRpQ,0.601,0.504,F,-9.761,1,0.0284,0.31,0,0.137,0.564,78.986,6vcdzohhBSbNdsZBh5IRpQ,4.04
256,1996,Be My Lover,La Bouche,6,38,1996,2aQpISWUBToaF84DDiTeRV,0.589,0.973,G#,-5.317,1,0.0426,0.0347,0.000945,0.45,0.115,126.003,2aQpISWUBToaF84DDiTeRV,2.83
257,1996,Missing,Everything But The Girl,2,55,1996,1Qrdlkgg9I4J7r3P4kZNwr,0.552,0.552,B,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571,1Qrdlkgg9I4J7r3P4kZNwr,4.5
258,1996,Until It Sleeps,Metallica,10,20,1996,63aVbch5VRXtQnCITdeDTZ,0.562,0.919,G#,-4.458,0,0.0293,0.000223,0.113,0.142,0.728,113.357,63aVbch5VRXtQnCITdeDTZ,4.49
259,1996,Nobody Knows,The Tony Rich Project,2,47,1996,7A0FGrZsLgOUmeNtMTnt4z,0.634,0.382,A,-12.877,1,0.0363,0.759,0.0021,0.101,0.2,81.971,7A0FGrZsLgOUmeNtMTnt4z,3.14
260,1996,C'mon N' Ride It (The Train),Quad City DJ's,3,42,1996,0R2wAvZXgAUJpZ93BEE8og,0.801,0.755,B,-5.17,1,0.0326,0.0536,0,0.0471,0.919,140.01,0R2wAvZXgAUJpZ93BEE8og,4.61
261,1996,Carnival,Natalie Merchant,10,31,1996,0jOnZhF75V68VsBObWx2XO,0.169,0.0161,A,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,0jOnZhF75V68VsBObWx2XO,2.9
262,1996,Run-Around,Blues Traveler,8,49,1996,500Tkm3vJmVtdUwdCVxCTb,0.629,0.867,G,-7.307,1,0.0603,0.0865,0,0.126,0.876,151.695,500Tkm3vJmVtdUwdCVxCTb,4.66
263,1995,He's Mine,MoKenStef,7,23,1995,7ETjhPaIU4UmHOiimJBZz9,0.639,0.713,F,-4.368,0,0.0337,0.0539,0,0.102,0.717,86.1,7ETjhPaIU4UmHOiimJBZz9,2.69
264,1995,I Know,Dionne Farris,4,38,1995,6wsqVwoiVH2kde4k4KKAFU,0.927,0.619,F,-4.441,0,0.0539,0.0186,0,0.104,0.817,117.995,6wsqVwoiVH2kde4k4KKAFU,3.53
265,1995,I Got 5 On It,Luniz,8,25,1995,4IYKjN1DrYzxKXt0umJqsG,0.6,0.706,A#,-7.899,0,0.361,0.209,0,0.125,0.58,173.926,4IYKjN1DrYzxKXt0umJqsG,4.23
266,1995,Total Eclipse Of The Heart,Nicki French,2,27,1995,7wuJGgpTNzbUyn26IOY6rj,0.431,0.723,G#,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,7wuJGgpTNzbUyn26IOY6rj,4.46
267,1995,I Believe,Blessid Union Of Souls,8,31,1995,3G7tRC24Uh09Hmp1KZ7LQ2,0.526,0.775,C,-6.05,1,0.0352,0.707,2.05E-05,0.217,0.962,80.106,3G7tRC24Uh09Hmp1KZ7LQ2,2.79
268,1995,Freak Like Me,Adina Howard,2,30,1995,6Vas6h9lB5mmeVDXdFqlQA,0.655,0.837,B,-6.04,0,0.0723,0.0262,5.85E-06,0.0454,0.66,91.014,6Vas6h9lB5mmeVDXdFqlQA,4.23
269,1995,You Gotta Be,Des'ree,5,44,1995,4IZOdhEvXYWqh5XAXYzBk3,0.461,0.65,B,-5.372,1,0.0293,0.187,0,0.111,0.488,149.873,4IZOdhEvXYWqh5XAXYzBk3,3.1
270,1995,Candy Rain,Soul For Real,2,25,1995,4j1Bk0BEIGCF9hR7cSwl9d,0.59,0.699,B,-7.529,0,0.079,0.00389,4.69E-05,0.0577,0.63,188.268,4j1Bk0BEIGCF9hR7cSwl9d,4.6
271,1995,If You Love Me,Brownstone,8,27,1995,6qeaVZVHspTujI14G31W5s,0.692,0.883,G,-4.698,1,0.0582,0.0512,0,0.228,0.614,122.984,6qeaVZVHspTujI14G31W5s,3.07
272,1995,I'm The Only One,Melissa Etheridge,8,40,1995,5RYtz3cpYb28SV8f1FBtGc,0.709,0.517,F,-7.047,1,0.0535,0.49,0,0.0729,0.559,82.034,5RYtz3cpYb28SV8f1FBtGc,3.72
273,1995,Sukiyaki,4PM,8,32,1995,6meIeOX3DHdaCnaNw67abE,0.415,0.359,G,-11.094,1,0.0334,0.707,6.53E-05,0.319,0.404,146.029,6meIeOX3DHdaCnaNw67abE,3.16
274,1995,Before I Let You Go,BLACKstreet,7,27,1995,2rkVoKVEMuct8SmEIGKzBw,0.67,0.468,C#,-6.725,0,0.0328,0.325,0,0.0516,0.486,140.069,2rkVoKVEMuct8SmEIGKzBw,5
275,1995,Tootsee Roll,69 Boyz,8,38,1995,0SAIjVOwxVnO1l9HGvLuOU,0.869,0.725,A,-12.507,0,0.256,0.0453,0,0.203,0.699,132.989,0SAIjVOwxVnO1l9HGvLuOU,4.36
276,1995,Wild Night,John Mellencamp With Me'Shell Ndegeocello,3,42,1995,1A7hIo1C8jacIQ5ZiCjc8g,0.568,0.714,G,-7.139,1,0.0445,0.174,0,0.0429,0.955,146.338,1A7hIo1C8jacIQ5ZiCjc8g,3.56
277,1995,Never Lie,Immature,5,26,1995,2GGh5FxKXI7bEJ6rFzsRbG,0.504,0.842,E,-5.699,0,0.444,0.133,0,0.107,0.396,179.855,2GGh5FxKXI7bEJ6rFzsRbG,2.31
278,1995,Flava In Ya Ear,Craig Mack,9,25,1995,4JYUDRtPZuVNi7FAnbHyux,0.52,0.847,A,-5.3,1,0.427,0.272,0,0.325,0.799,177.371,4JYUDRtPZuVNi7FAnbHyux,5.03
279,1994,Hey Mr. D.J.,Zhane,6,24,1994,6eB35pgMXdfhz5Z0WjwF1O,0.865,0.557,D,-8.018,1,0.0612,0.0221,0.00353,0.0973,0.859,101.295,6eB35pgMXdfhz5Z0WjwF1O,4.21
280,1994,This D.J.,Warren G,9,20,1994,2ImuQo1g14CTR9hZAZD3aQ,0.804,0.443,F#,-10.268,0,0.134,0.0312,0.0225,0.112,0.58,92.035,2ImuQo1g14CTR9hZAZD3aQ,3.38
281,1994,Funkdafied,Da Brat,6,20,1994,29VrHhpC5AS9b7XJYDPhqb,0.802,0.461,B,-12.367,0,0.302,0.0757,0,0.109,0.74,90.995,29VrHhpC5AS9b7XJYDPhqb,3.1
282,1994,Mmm Mmm Mmm Mmm,Crash Test Dummies,4,24,1994,5dntGTbUtmUO239wQ0k3yM,0.659,0.718,G,-5.607,0,0.0507,0.202,1.01E-06,0.2,0.297,136.96,5dntGTbUtmUO239wQ0k3yM,3.21
283,1994,Loser,Beck,10,24,1994,5PntSbMHC1ud6Vvl8x56qd,0.654,0.611,D,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,5PntSbMHC1ud6Vvl8x56qd,3.92
284,1994,Gin And Juice,Snoop Doggy Dogg,8,20,1994,39QBkWKnap8wRSW4WB9OK0,0.603,0.762,E,-7.744,0,0.285,0.0953,1.53E-05,0.478,0.379,94.726,39QBkWKnap8wRSW4WB9OK0,3.53
285,1994,Cantaloop (Flip Fantasia),US3,9,27,1994,2AnTuxahfcAS7dGxGZnihY,0.852,0.655,F,-11.498,0,0.0645,0.107,2.07E-05,0.137,0.952,115.962,2AnTuxahfcAS7dGxGZnihY,4.66
286,1994,Getto Jam,Domino,7,20,1994,2mGxDOaHdBWnJY7V0In8Vx,0.802,0.547,A,-12.085,1,0.131,0.0312,1.34E-06,0.326,0.492,86.576,2mGxDOaHdBWnJY7V0In8Vx,4.32
287,1994,Whoomp! (There It Is),Tag Team,2,45,1994,3oWXoSkjdbTlQlteizN7Hb,0.798,0.639,E,-7.391,0,0.0424,0.00141,0,0.0836,0.421,129.443,3oWXoSkjdbTlQlteizN7Hb,3.75
288,1994,Linger,The Cranberries,8,24,1994,0gEyKnHvgkrkBM6fbeHdwK,0.439,0.434,G,-14.918,1,0.0265,0.0783,4.87E-05,0.14,0.204,94.845,0gEyKnHvgkrkBM6fbeHdwK,4.58
289,1994,Shoop,Salt-N-Pepa,4,25,1994,0Pu71wxadDlB8fJXfjIjeJ,0.939,0.675,C,-7.232,1,0.211,0.0915,0,0.0565,0.795,96.918,0Pu71wxadDlB8fJXfjIjeJ,4.14
290,1994,Gangsta Lean,DRS,4,20,1994,4lK208g4CpAn8ZwirAuaiQ,0.792,0.618,C#,-6.737,1,0.0531,0.143,0,0.111,0.15,132.031,4lK208g4CpAn8ZwirAuaiQ,2.15
291,1994,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1,22,1994,57udlq7E7Fg0NWMkJAexP9,0.238,0.791,A#,-4.311,1,0.0399,0.109,0,0.325,0.25,153.931,57udlq7E7Fg0NWMkJAexP9,3.37
292,1993,Informer,Snow,1,25,1993,2LjiPAQOVazT8sRyXL3XRs,0.763,0.742,F#,-10.975,0,0.188,0.0984,0,0.38,0.483,98.145,2LjiPAQOVazT8sRyXL3XRs,4.48
293,1993,I'm Gonna Be (500 Miles),The Proclaimers,3,20,1993,7Auxc2xfUFCjuk6XjoCdqt,0.578,0.742,E,-8.555,0,0.0504,0.0576,3.91E-05,0.181,0.606,81.991,7Auxc2xfUFCjuk6XjoCdqt,4.88
294,1993,Show Me Love,Robin S.,5,28,1993,44bZbArsAjauOJDbT3mW53,0.497,0.465,C#,-12.73,1,0.234,0.0354,0.125,0.0795,0.704,194.052,44bZbArsAjauOJDbT3mW53,3.16
295,1993,Runaway Train,Soul Asylum,5,26,1993,3TW48DvQ7ChwY1Yy1tkMaP,0.613,0.72,C,-7.957,1,0.0425,0.0132,0,0.104,0.561,117.341,3TW48DvQ7ChwY1Yy1tkMaP,4.43
296,1993,Lately,Jodeci,4,24,1993,5uKeg9x7ykaz7xe13vL1hg,0.751,0.503,C#,-10.419,0,0.0962,0.218,0.00486,0.136,0.17,100.016,5uKeg9x7ykaz7xe13vL1hg,1.3
297,1993,Lately,Jodeci,4,24,1993,5uKeg9x7ykaz7xe13vL1hg,0.751,0.503,C#,-10.419,0,0.0962,0.218,0.00486,0.136,0.17,100.016,5uKeg9x7ykaz7xe13vL1hg,1.3
298,1993,Knockin' Da Boots,H-Town,3,25,1993,6x53SJOV1PAZ8ZUwH4NFXQ,0.726,0.501,C#,-13.884,0,0.154,0.155,0,0.0893,0.582,128.099,6x53SJOV1PAZ8ZUwH4NFXQ,5.52
299,1993,Two Princes,Spin Doctors,7,29,1993,0cuq829zRNq4AEdmDJA4aw,0.544,0.905,G,-10.732,1,0.0646,0.00165,1.97E-06,0.0532,0.825,103.594,0cuq829zRNq4AEdmDJA4aw,4.28
300,1993,Don't Walk Away,Jade,4,35,1993,7n6Zwr9JmTKQ6XjjYOjdLF,0.516,0.448,A#,-11.403,0,0.313,0.721,0,0.122,0.494,89.682,7n6Zwr9JmTKQ6XjjYOjdLF,6.41
301,1993,Freak Me,Silk,1,24,1993,0AluA5RNsa4Cx6XRhf2hWZ,0.81,0.353,F#,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,0AluA5RNsa4Cx6XRhf2hWZ,3.47
302,1993,Ditty,Paperboy,10,30,1993,7hARdySaXWuTLeqBrYP2xf,0.909,0.633,C#,-7.923,1,0.307,0.0921,0.63,0.238,0.433,145.075,7hARdySaXWuTLeqBrYP2xf,2.16
303,1993,7,Prince And The New Power Generation,7,23,1993,3dPQuX8Gs42Y7b454ybpMR,0.743,0.446,E,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,3dPQuX8Gs42Y7b454ybpMR,3.87
304,1993,Rump Shaker,Wreckx-N-Effect,2,28,1993,4dY4JVC0Q9CwpeZ6JAclIc,0.888,0.822,F,-6.843,0,0.219,0.0025,0.0197,0.303,0.233,102.753,4dY4JVC0Q9CwpeZ6JAclIc,5.21
305,1993,How Do You Talk To An Angel,The Heights,1,20,1993,2QVHmiFTjFsHyxONRdbkcq,0.404,0.51,A,-11.353,1,0.0321,0.281,6.32E-06,0.0789,0.526,80.643,2QVHmiFTjFsHyxONRdbkcq,3.79
306,1993,Sometimes Love Just Ain't Enough,Patty Smyth,2,24,1993,3CUV8wsoTTKznGpEovrnZw,0.561,0.442,A#,-10.687,1,0.0243,0.329,0,0.24,0.267,82.996,3CUV8wsoTTKznGpEovrnZw,4.46
307,1993,Jump Around,House Of Pain,3,30,1993,7L93GESzq43UkKUt5FsOCq,0.811,0.823,E,-5.921,0,0.0423,0.0553,4.52E-06,0.158,0.827,106.929,7L93GESzq43UkKUt5FsOCq,3.64
308,1993,Slam,Onyx,4,20,1993,3CnK206lwL8j2ETlzBC9go,0.553,0.572,C#,-6.703,1,0.039,0.000115,0,0.115,0.168,135.036,3CnK206lwL8j2ETlzBC9go,2.68
309,1992,Stay,Shakespear's Sister,4,20,1992,6GXgd1BPD9bUpqw5AntGV5,0.586,0.72,C,-5.556,1,0.035,0.000718,0,0.0949,0.481,97.057,6GXgd1BPD9bUpqw5AntGV5,3.22
310,1992,Life Is A Highway,Tom Cochrane,6,26,1992,5gB2IrxOCX2j9bMnHKP38i,0.562,0.934,F,-5.562,1,0.0607,0.00211,0,0.199,0.558,103.042,5gB2IrxOCX2j9bMnHKP38i,4.59
311,1992,Achy Breaky Heart,Billy Ray Cyrus,4,25,1992,2EoIt9vdgFRNW03u5IvFsQ,0.8,0.563,A,-10.209,1,0.0303,0.051,0,0.0797,0.961,121.808,2EoIt9vdgFRNW03u5IvFsQ,3.39
312,1992,I Wonder Why,Curtis Stigers,9,20,1992,3wwo0bJvDSorOpNfzEkfXx,0.635,0.537,G,-7.895,0,0.0832,0.172,0,0.418,0.383,125.028,3wwo0bJvDSorOpNfzEkfXx,3.59
313,1992,Set The Night To Music,Roberta Flack With Maxi Priest,6,20,1992,7KliUWt470SHZX8pKl3CT7,0.19,0.0542,C,-20.29,1,0.0405,0.962,0.477,0.103,0.362,168.375,7KliUWt470SHZX8pKl3CT7,1.91
314,1992,Smells Like Teen Spirit,Nirvana,6,20,1992,5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,C#,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,5ghIJDpPoe3CfHMGu71E6T,5.03
315,1992,Finally,CeCe Peniston,5,33,1992,4HJJh915LuQpMjEO0tFwhx,0.166,0.00398,E,-34.203,1,0.0515,0.861,0.906,0.112,0.113,128.278,4HJJh915LuQpMjEO0tFwhx,2.67
316,1992,I'm Too Sexy,Right Said Fred,1,21,1992,3qEODCkVZpKfTqbNsorj8j,0.622,0.867,C,-9.157,0,0.0508,0.00465,0.00274,0.0809,0.87,132.022,3qEODCkVZpKfTqbNsorj8j,4.72
317,1992,To Be With You,Mr. Big,1,24,1992,0eifvmNPHWaSh4IKNR4Xva,0.688,0.284,E,-13.577,1,0.0574,0.359,0,0.127,0.482,83.433,0eifvmNPHWaSh4IKNR4Xva,3.47
318,1992,Beauty And The Beast,Celine Dion And Peabo Bryson,9,20,1992,1h9sbBtqXjji9nnBsxaxNR,0.432,0.0877,G#,-27.006,1,0.068,0.995,0.922,0.117,0.149,79.203,1h9sbBtqXjji9nnBsxaxNR,2.78
319,1992,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,6,24,1992,18sytW2s53Of6NVudQyUlH,0.672,0.52,G,-9.965,0,0.0407,0.0985,1.28E-06,0.0365,0.551,137.213,18sytW2s53Of6NVudQyUlH,5.95
320,1992,Live And Learn,Joe Public,4,21,1992,1l2B9MSxxP570fk7oRDwNk,0.72,0.653,C#,-5.443,1,0.195,0.202,0,0.06,0.964,158.111,1l2B9MSxxP570fk7oRDwNk,2.53
321,1992,Jump,Kris Kross,1,21,1992,7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,C,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,7N3PAbqfTjSEU1edb2tY8j,4.03
322,1992,Please Don't Go,K.W.S.,6,26,1992,6DHPLbudo5JXNdUlG7zDcC,0.683,0.554,F#,-7.487,0,0.05,0.379,0.00011,0.0845,0.452,85.455,6DHPLbudo5JXNdUlG7zDcC,3.02
323,1992,The Best Things In Life Are Free,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,10,20,1992,6jF3FFsAvliEqH0mWrkOla,0.603,0.693,C#,-7.832,1,0.425,0.16,0,0.315,0.795,136.507,6jF3FFsAvliEqH0mWrkOla,1.53
324,1992,Baby Got Back,Sir Mix-A-Lot,1,28,1992,1SAkL1mYNJlaqnBQxVZrRl,0.926,0.669,C#,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,1SAkL1mYNJlaqnBQxVZrRl,4.38
325,1991,The One And Only,Chesney Hawkes,10,20,1991,6zOg9gP62RJSsKFeOBAgvH,0.764,0.525,G#,-5.969,1,0.048,0.0296,0,0.0993,0.787,95.813,6zOg9gP62RJSsKFeOBAgvH,4.82
326,1991,Something To Talk About,Bonnie Raitt,5,20,1991,19Xbs8nrPaB4XGK5nVBbFC,0.612,0.934,A,-5.126,0,0.0663,0.049,0,0.103,0.293,130.002,19Xbs8nrPaB4XGK5nVBbFC,3.41
327,1991,Wind Of Change,Scorpions,4,25,1991,3ovjw5HZZv43SxTwApooCM,0.452,0.524,C,-10.108,1,0.0351,0.315,0,0.103,0.246,151.505,3ovjw5HZZv43SxTwApooCM,5.21
328,1991,3 A.M. Eternal,The KLF,5,19,1991,5xLYRX8S5vRuwM6TT9iLXw,0.221,0.282,B,-12.259,1,0.0436,0.985,0.00014,0.142,0.171,155.558,5xLYRX8S5vRuwM6TT9iLXw,1.78
329,1991,Temptation,Corina,6,21,1991,3gJDgenxLephg09x86IxPs,0.775,0.707,A#,-5.339,0,0.152,0.397,0,0.874,0.78,104.979,3gJDgenxLephg09x86IxPs,4.07
330,1991,P.A.S.S.I.O.N.,Rhythm Syndicate,2,17,1991,1h03RlDAS9H7QWX82HdO9x,0.571,0.987,C,-5.401,0,0.0343,0.045,0.905,0.302,0.891,131.85,1h03RlDAS9H7QWX82HdO9x,3.78
331,1991,Place In This World,Michael W. Smith,6,21,1991,73OX8GdpOeGzKC6OvGSbsv,0.576,0.777,A,-2.881,1,0.0324,0.051,0,0.32,0.428,115.028,73OX8GdpOeGzKC6OvGSbsv,3.32
332,1991,Unbelievable,EMF,1,23,1991,5VYTKiOnHw4iTrB9pG3yum,0.636,0.848,C#,-6.854,1,0.0362,0.000339,0.0402,0.141,0.934,104.073,5VYTKiOnHw4iTrB9pG3yum,3.5
333,1991,Gypsy Woman (She's Homeless),Crystal Waters,8,16,1991,1SShxVVBeZBCY7WddnksPz,0.484,0.641,F,-12.612,1,0.0377,0.000779,0.278,0.0738,0.181,119.981,1SShxVVBeZBCY7WddnksPz,7.53
