,format,metric,year,value_actual
836,Cassette,Value,2016,0.0
837,Cassette,Value,2017,0.0
838,Cassette,Value,2018,0.0
839,Cassette,Value,2019,0.0
840,Cassette Single,Value,1980,0.0
841,Cassette Single,Value,1981,0.0
842,Cassette Single,Value,1982,0.0
843,Cassette Single,Value,1983,0.0
844,Cassette Single,Value,1984,0.0
845,Cassette Single,Value,1985,0.0
846,8 - Track,Value,1980,527.0
847,8 - Track,Value,1981,313.0
848,8 - Track,Value,1982,36.0
849,8 - Track,Value,1983,0.0
850,8 - Track,Value,1984,0.0
851,8 - Track,Value,1985,0.0
852,8 - Track,Value,1986,0.0
853,8 - Track,Value,1987,0.0
854,8 - Track,Value,1988,0.0
855,8 - Track,Value,1989,0.0
856,8 - Track,Value,1990,0.0
857,8 - Track,Value,1991,0.0
858,8 - Track,Value,1992,0.0
859,8 - Track,Value,1993,0.0
860,8 - Track,Value,1994,0.0
861,8 - Track,Value,1995,0.0
862,8 - Track,Value,1996,0.0
863,8 - Track,Value,1997,0.0
864,8 - Track,Value,1998,0.0
865,8 - Track,Value,1999,0.0
866,8 - Track,Value,2000,0.0
867,8 - Track,Value,2001,0.0
868,8 - Track,Value,2002,0.0
869,8 - Track,Value,2003,0.0
870,8 - Track,Value,2004,0.0
871,8 - Track,Value,2005,0.0
872,8 - Track,Value,2006,0.0
873,8 - Track,Value,2007,0.0
874,8 - Track,Value,2008,0.0
875,8 - Track,Value,2009,0.0
876,8 - Track,Value,2010,0.0
877,8 - Track,Value,2011,0.0
878,8 - Track,Value,2012,0.0
879,8 - Track,Value,2013,0.0
880,8 - Track,Value,2014,0.0
881,8 - Track,Value,2015,0.0
882,8 - Track,Value,2016,0.0
883,8 - Track,Value,2017,0.0
884,8 - Track,Value,2018,0.0
885,8 - Track,Value,2019,0.0
886,Cassette Single,Value,1986,0.0
887,Cassette Single,Value,1987,14.3
888,Cassette Single,Value,1988,57.3
889,Cassette Single,Value,1989,194.6
890,Cassette Single,Value,1990,257.9
891,Cassette Single,Value,1991,230.4
892,Cassette Single,Value,1992,298.8
893,Cassette Single,Value,1993,298.5
894,Cassette Single,Value,1994,274.9
895,Cassette Single,Value,1995,236.3
896,Cassette Single,Value,1996,189.3
897,Cassette Single,Value,1997,133.5
898,Cassette Single,Value,1998,94.4
899,Cassette Single,Value,1999,48.0
900,Cassette Single,Value,2000,4.6
901,Cassette Single,Value,2001,-5.3
902,Cassette Single,Value,2002,-1.6
903,Cassette Single,Value,2003,0.0
904,Cassette Single,Value,2004,0.0
905,Cassette Single,Value,2005,0.0
906,Cassette Single,Value,2006,0.0
907,Cassette Single,Value,2007,0.0
908,Cassette Single,Value,2008,0.0
909,Cassette Single,Value,2009,0.0
910,Cassette Single,Value,2010,0.0
911,Cassette Single,Value,2011,0.0
912,Cassette Single,Value,2012,0.0
913,Cassette Single,Value,2013,0.0
914,Cassette Single,Value,2014,0.0
915,Cassette Single,Value,2015,0.0
916,Cassette Single,Value,2016,0.0
917,Cassette Single,Value,2017,0.0
918,Cassette Single,Value,2018,0.0
919,Cassette Single,Value,2019,0.0
920,DVD Audio,Value,1980,0.0
921,DVD Audio,Value,1981,0.0
922,DVD Audio,Value,1982,0.0
923,DVD Audio,Value,1983,0.0
924,DVD Audio,Value,1984,0.0
925,DVD Audio,Value,1985,0.0
926,DVD Audio,Value,1986,0.0
927,DVD Audio,Value,1987,0.0
928,DVD Audio,Value,1988,0.0
929,DVD Audio,Value,1989,0.0
930,DVD Audio,Value,1990,0.0
931,DVD Audio,Value,1991,0.0
932,DVD Audio,Value,1992,0.0
933,DVD Audio,Value,1993,0.0
934,DVD Audio,Value,1994,0.0
935,DVD Audio,Value,1995,0.0
936,DVD Audio,Value,1996,0.0
937,DVD Audio,Value,1997,0.0
938,DVD Audio,Value,1998,0.0
939,DVD Audio,Value,1999,0.0
940,DVD Audio,Value,2000,0.0
941,DVD Audio,Value,2001,6.0
942,DVD Audio,Value,2002,8.5
943,DVD Audio,Value,2003,8.0
944,DVD Audio,Value,2004,6.5
945,DVD Audio,Value,2005,11.2
946,DVD Audio,Value,2006,2.4
947,DVD Audio,Value,2007,2.8
948,DVD Audio,Value,2008,1.2
949,DVD Audio,Value,2009,1.6
950,DVD Audio,Value,2010,0.9
951,DVD Audio,Value,2011,0.3
952,DVD Audio,Value,2012,0.183106992
953,DVD Audio,Value,2013,-0.495804191
954,DVD Audio,Value,2014,2.139460944
955,DVD Audio,Value,2015,5.416232673
956,DVD Audio,Value,2016,2.83553587
957,DVD Audio,Value,2017,2.606840648
958,DVD Audio,Value,2018,3.317383752
959,DVD Audio,Value,2019,1.067303184
960,Download Album,Value,1980,0.0
961,Download Album,Value,1981,0.0
962,Download Album,Value,1982,0.0
963,Download Album,Value,1983,0.0
964,Download Album,Value,1984,0.0
965,Download Album,Value,1985,0.0
966,Download Album,Value,1986,0.0
967,Download Album,Value,1987,0.0
968,Download Album,Value,1988,0.0
969,Download Album,Value,1989,0.0
970,Download Album,Value,1990,0.0
971,Download Album,Value,1991,0.0
972,Download Album,Value,1992,0.0
973,Download Album,Value,1993,0.0
974,Download Album,Value,1994,0.0
975,Download Album,Value,1995,0.0
976,Download Album,Value,1996,0.0
977,Download Album,Value,1997,0.0
978,Download Album,Value,1998,0.0
979,Download Album,Value,1999,0.0
980,Download Album,Value,2000,0.0
981,Download Album,Value,2001,0.0
982,Download Album,Value,2002,0.0
983,Download Album,Value,2003,0.0
984,Download Album,Value,2004,45.5
985,Download Album,Value,2005,135.7
986,Download Album,Value,2006,275.9
987,Download Album,Value,2007,497.4
988,Download Album,Value,2008,635.3
989,Download Album,Value,2009,744.3
990,Download Album,Value,2010,872.4
991,Download Album,Value,2011,1070.8
992,Download Album,Value,2012,1204.822242537
993,Download Album,Value,2013,1232.139715617
994,Download Album,Value,2014,1117.900008828
995,Download Album,Value,2015,1064.433606664
996,Download Album,Value,2016,868.59426835
997,Download Album,Value,2017,668.500705901
998,Download Album,Value,2018,499.65083242
999,Download Album,Value,2019,394.533006158
1000,Download Music Video,Value,1980,0.0
1001,Download Music Video,Value,1981,0.0
1002,Download Music Video,Value,1982,0.0
1003,Download Music Video,Value,1983,0.0
1004,Download Music Video,Value,1984,0.0
1005,Download Music Video,Value,1985,0.0
1006,Download Music Video,Value,1986,0.0
1007,Download Music Video,Value,1987,0.0
1008,Download Music Video,Value,1988,0.0
1009,Download Music Video,Value,1989,0.0
1010,Download Music Video,Value,1990,0.0
1011,Download Music Video,Value,1991,0.0
1012,Download Music Video,Value,1992,0.0
1013,Download Music Video,Value,1993,0.0
1014,Download Music Video,Value,1994,0.0
1015,Download Music Video,Value,1995,0.0
1016,Download Music Video,Value,1996,0.0
1017,Download Music Video,Value,1997,0.0
1018,Download Music Video,Value,1998,0.0
1019,Download Music Video,Value,1999,0.0
1020,Download Music Video,Value,2000,0.0
1021,Download Music Video,Value,2001,0.0
1022,Download Music Video,Value,2002,0.0
1023,Download Music Video,Value,2003,0.0
1024,Download Music Video,Value,2004,0.0
1025,Download Music Video,Value,2005,3.7
1026,Download Music Video,Value,2006,19.7
1027,Download Music Video,Value,2007,28.2
1028,Download Music Video,Value,2008,41.3
1029,Download Music Video,Value,2009,40.9
1030,Download Music Video,Value,2010,36.6
1031,Download Music Video,Value,2011,32.4
1032,Download Music Video,Value,2012,20.842242
1033,Download Music Video,Value,2013,16.740803
1034,Download Music Video,Value,2014,13.577058
1035,Download Music Video,Value,2015,6.414419
1036,Download Music Video,Value,2016,4.26940012
1037,Download Music Video,Value,2017,2.785780489
1038,Download Music Video,Value,2018,2.2208106
1039,Download Music Video,Value,2019,1.858910402
1040,Download Single,Value,1980,0.0
1041,Download Single,Value,1981,0.0
1042,Download Single,Value,1982,0.0
1043,Download Single,Value,1983,0.0
1044,Download Single,Value,1984,0.0
1045,Download Single,Value,1985,0.0
1046,Download Single,Value,1986,0.0
1047,Download Single,Value,1987,0.0
1048,Download Single,Value,1988,0.0
1049,Download Single,Value,1989,0.0
1050,Download Single,Value,1990,0.0
1051,Download Single,Value,1991,0.0
1052,Download Single,Value,1992,0.0
1053,Download Single,Value,1993,0.0
1054,Download Single,Value,1994,0.0
1055,Download Single,Value,1995,0.0
1056,Download Single,Value,1996,0.0
1057,Download Single,Value,1997,0.0
1058,Download Single,Value,1998,0.0
1059,Download Single,Value,1999,0.0
1060,Download Single,Value,2000,0.0
1061,Download Single,Value,2001,0.0
1062,Download Single,Value,2002,0.0
1063,Download Single,Value,2003,0.0
1064,Download Single,Value,2004,138.0
1065,Download Single,Value,2005,363.3
1066,Download Single,Value,2006,580.6
1067,Download Single,Value,2007,811.0
1068,Download Single,Value,2008,1032.2
1069,Download Single,Value,2009,1172.0
1070,Download Single,Value,2010,1336.4
1071,Download Single,Value,2011,1522.4
1072,Download Single,Value,2012,1644.570645308
1073,Download Single,Value,2013,1573.420534445
1074,Download Single,Value,2014,1355.331251323
1075,Download Single,Value,2015,1185.237594639
1076,Download Single,Value,2016,900.181481066
1077,Download Single,Value,2017,678.524888322
1078,Download Single,Value,2018,490.430488658
1079,Download Single,Value,2019,414.804250982
1080,Kiosk,Value,1980,0.0
1081,Kiosk,Value,1981,0.0
1082,Kiosk,Value,1982,0.0
1083,Kiosk,Value,1983,0.0
1084,Kiosk,Value,1984,0.0
1085,Kiosk,Value,1985,0.0
1086,Kiosk,Value,1986,0.0
1087,Kiosk,Value,1987,0.0
1088,Kiosk,Value,1988,0.0
1089,Kiosk,Value,1989,0.0
1090,Kiosk,Value,1990,0.0
1091,Kiosk,Value,1991,0.0
1092,Kiosk,Value,1992,0.0
1093,Kiosk,Value,1993,0.0
1094,Kiosk,Value,1994,0.0
1095,Kiosk,Value,1995,0.0
1096,Kiosk,Value,1996,0.0
1097,Kiosk,Value,1997,0.0
1098,Kiosk,Value,1998,0.0
1099,Kiosk,Value,1999,0.0
1100,Kiosk,Value,2000,0.0
1101,Kiosk,Value,2001,0.0
1102,Kiosk,Value,2002,0.0
1103,Kiosk,Value,2003,0.0
1104,Kiosk,Value,2004,0.0
1105,Kiosk,Value,2005,1.0
1106,Kiosk,Value,2006,1.9
1107,Kiosk,Value,2007,2.6
1108,Kiosk,Value,2008,2.6
1109,Kiosk,Value,2009,6.3
1110,Kiosk,Value,2010,6.4
1111,Kiosk,Value,2011,2.7
1112,Kiosk,Value,2012,3.654065
1113,Kiosk,Value,2013,6.183604
1114,Kiosk,Value,2014,2.582636
1115,Kiosk,Value,2015,3.700455
1116,Kiosk,Value,2016,2.943916801
1117,Kiosk,Value,2017,2.25474315
1118,Kiosk,Value,2018,1.965045799
1119,Kiosk,Value,2019,1.586470587
1120,LP/EP,Value,1980,2200.0
1121,LP/EP,Value,1981,2341.7
1122,LP/EP,Value,1982,1925.1
1123,LP/EP,Value,1983,1689.0
1124,LP/EP,Value,1984,1548.8
1125,LP/EP,Value,1985,1280.5
1126,LP/EP,Value,1986,983.0
1127,LP/EP,Value,1987,793.1
1128,LP/EP,Value,1988,532.2
1129,LP/EP,Value,1989,220.3
1130,LP/EP,Value,1990,86.5
1131,LP/EP,Value,1991,29.4
1132,LP/EP,Value,1992,13.5
1133,LP/EP,Value,1993,10.6
1134,LP/EP,Value,1994,17.8
1135,LP/EP,Value,1995,25.1
1136,LP/EP,Value,1996,36.8
1137,LP/EP,Value,1997,33.3
1138,LP/EP,Value,1998,34.0
1139,LP/EP,Value,1999,31.8
1140,LP/EP,Value,2000,27.7
1141,LP/EP,Value,2001,27.4
1142,LP/EP,Value,2002,20.5
1143,LP/EP,Value,2003,21.7
1144,LP/EP,Value,2004,19.3
1145,LP/EP,Value,2005,14.2
1146,LP/EP,Value,2006,15.7
1147,LP/EP,Value,2007,22.9
1148,LP/EP,Value,2008,56.7
1149,LP/EP,Value,2009,63.8
1150,LP/EP,Value,2010,88.9
1151,LP/EP,Value,2011,119.4
1152,LP/EP,Value,2012,160.723058291
1153,LP/EP,Value,2013,210.739051034
1154,LP/EP,Value,2014,243.84684834
1155,LP/EP,Value,2015,333.379793112
1156,LP/EP,Value,2016,355.430890954
1157,LP/EP,Value,2017,388.511108168
1158,LP/EP,Value,2018,419.223946961
1159,LP/EP,Value,2019,497.588920842
1160,Limited Tier Paid Subscription,Value,1980,0.0
1161,Limited Tier Paid Subscription,Value,1981,0.0
1162,Limited Tier Paid Subscription,Value,1982,0.0
1163,Limited Tier Paid Subscription,Value,1983,0.0
1164,Limited Tier Paid Subscription,Value,1984,0.0
1165,Limited Tier Paid Subscription,Value,1985,0.0
1166,Limited Tier Paid Subscription,Value,1986,0.0
1167,Limited Tier Paid Subscription,Value,1987,0.0
1168,Limited Tier Paid Subscription,Value,1988,0.0
1169,Limited Tier Paid Subscription,Value,1989,0.0
1170,Limited Tier Paid Subscription,Value,1990,0.0
1171,Limited Tier Paid Subscription,Value,1991,0.0
1172,Limited Tier Paid Subscription,Value,1992,0.0
1173,Limited Tier Paid Subscription,Value,1993,0.0
1174,Limited Tier Paid Subscription,Value,1994,0.0
1175,Limited Tier Paid Subscription,Value,1995,0.0
1176,Limited Tier Paid Subscription,Value,1996,0.0
1177,Limited Tier Paid Subscription,Value,1997,0.0
1178,Limited Tier Paid Subscription,Value,1998,0.0
1179,Limited Tier Paid Subscription,Value,1999,0.0
1180,Limited Tier Paid Subscription,Value,2000,0.0
1181,Limited Tier Paid Subscription,Value,2001,0.0
1182,Limited Tier Paid Subscription,Value,2002,0.0
1183,Limited Tier Paid Subscription,Value,2003,0.0
1184,Limited Tier Paid Subscription,Value,2004,0.0
1185,Limited Tier Paid Subscription,Value,2005,0.0
1186,Limited Tier Paid Subscription,Value,2006,0.0
1187,Limited Tier Paid Subscription,Value,2007,0.0
1188,Limited Tier Paid Subscription,Value,2008,0.0
1189,Limited Tier Paid Subscription,Value,2009,0.0
1190,Limited Tier Paid Subscription,Value,2010,0.0
1191,Limited Tier Paid Subscription,Value,2011,0.0
1192,Limited Tier Paid Subscription,Value,2012,0.0
1193,Limited Tier Paid Subscription,Value,2013,0.0
1194,Limited Tier Paid Subscription,Value,2014,0.0
1195,Limited Tier Paid Subscription,Value,2015,0.0
1196,Limited Tier Paid Subscription,Value,2016,263.363685193
1197,Limited Tier Paid Subscription,Value,2017,591.601097499
1198,Limited Tier Paid Subscription,Value,2018,747.054906158
1199,Limited Tier Paid Subscription,Value,2019,829.498739675
1200,Music Video (Physical),Value,1980,0.0
1201,Music Video (Physical),Value,1981,0.0
1202,Music Video (Physical),Value,1982,0.0
1203,Music Video (Physical),Value,1983,0.0
1204,Music Video (Physical),Value,1984,0.0
1205,Music Video (Physical),Value,1985,0.0
1206,Music Video (Physical),Value,1986,0.0
1207,Music Video (Physical),Value,1987,0.0
1208,Music Video (Physical),Value,1988,0.0
1209,Music Video (Physical),Value,1989,115.4
1210,Music Video (Physical),Value,1990,172.3
1211,Music Video (Physical),Value,1991,118.1
1212,Music Video (Physical),Value,1992,157.4
1213,Music Video (Physical),Value,1993,213.3
1214,Music Video (Physical),Value,1994,231.1
1215,Music Video (Physical),Value,1995,220.3
1216,Music Video (Physical),Value,1996,236.1
1217,Music Video (Physical),Value,1997,323.9
1218,Music Video (Physical),Value,1998,508.0
1219,Music Video (Physical),Value,1999,376.7
1220,Music Video (Physical),Value,2000,281.9
1221,Music Video (Physical),Value,2001,329.2
1222,Music Video (Physical),Value,2002,288.4
1223,Music Video (Physical),Value,2003,399.9
1224,Music Video (Physical),Value,2004,607.2
1225,Music Video (Physical),Value,2005,602.2
1226,Music Video (Physical),Value,2006,451.1
1227,Music Video (Physical),Value,2007,484.9
1228,Music Video (Physical),Value,2008,227.3
1229,Music Video (Physical),Value,2009,209.6
1230,Music Video (Physical),Value,2010,177.6
1231,Music Video (Physical),Value,2011,151.0
1232,Music Video (Physical),Value,2012,116.613654602
1233,Music Video (Physical),Value,2013,106.283137789
1234,Music Video (Physical),Value,2014,89.705579875
1235,Music Video (Physical),Value,2015,70.434363958
1236,Music Video (Physical),Value,2016,56.922902813
1237,Music Video (Physical),Value,2017,38.619446998
1238,Music Video (Physical),Value,2018,27.561260298
1239,Music Video (Physical),Value,2019,27.705246783
1240,On-Demand Streaming (Ad-Supported),Value,1980,0.0
1241,On-Demand Streaming (Ad-Supported),Value,1981,0.0
1242,On-Demand Streaming (Ad-Supported),Value,1982,0.0
1243,On-Demand Streaming (Ad-Supported),Value,1983,0.0
1244,On-Demand Streaming (Ad-Supported),Value,1984,0.0
1245,On-Demand Streaming (Ad-Supported),Value,1985,0.0
1246,On-Demand Streaming (Ad-Supported),Value,1986,0.0
1247,On-Demand Streaming (Ad-Supported),Value,1987,0.0
1248,On-Demand Streaming (Ad-Supported),Value,1988,0.0
1249,On-Demand Streaming (Ad-Supported),Value,1989,0.0
1250,On-Demand Streaming (Ad-Supported),Value,1990,0.0
1251,On-Demand Streaming (Ad-Supported),Value,1991,0.0
1252,On-Demand Streaming (Ad-Supported),Value,1992,0.0
1253,On-Demand Streaming (Ad-Supported),Value,1993,0.0
1254,On-Demand Streaming (Ad-Supported),Value,1994,0.0
1255,On-Demand Streaming (Ad-Supported),Value,1995,0.0
1256,On-Demand Streaming (Ad-Supported),Value,1996,0.0
1257,On-Demand Streaming (Ad-Supported),Value,1997,0.0
1258,On-Demand Streaming (Ad-Supported),Value,1998,0.0
1259,On-Demand Streaming (Ad-Supported),Value,1999,0.0
1260,On-Demand Streaming (Ad-Supported),Value,2000,0.0
1261,On-Demand Streaming (Ad-Supported),Value,2001,0.0
1262,On-Demand Streaming (Ad-Supported),Value,2002,0.0
1263,On-Demand Streaming (Ad-Supported),Value,2003,0.0
1264,On-Demand Streaming (Ad-Supported),Value,2004,0.0
1265,On-Demand Streaming (Ad-Supported),Value,2005,0.0
1266,On-Demand Streaming (Ad-Supported),Value,2006,0.0
1267,On-Demand Streaming (Ad-Supported),Value,2007,0.0
1268,On-Demand Streaming (Ad-Supported),Value,2008,0.0
1269,On-Demand Streaming (Ad-Supported),Value,2009,0.0
1270,On-Demand Streaming (Ad-Supported),Value,2010,0.0
1271,On-Demand Streaming (Ad-Supported),Value,2011,113.8
1272,On-Demand Streaming (Ad-Supported),Value,2012,170.935408437
1273,On-Demand Streaming (Ad-Supported),Value,2013,220.873544491
1274,On-Demand Streaming (Ad-Supported),Value,2014,283.793409371
1275,On-Demand Streaming (Ad-Supported),Value,2015,371.990396399
1276,On-Demand Streaming (Ad-Supported),Value,2016,489.377607589
1277,On-Demand Streaming (Ad-Supported),Value,2017,658.6064926
1278,On-Demand Streaming (Ad-Supported),Value,2018,759.532368153
1279,On-Demand Streaming (Ad-Supported),Value,2019,908.149330523
1280,Other Ad-Supported Streaming,Value,1980,0.0
1281,Other Ad-Supported Streaming,Value,1981,0.0
1282,Other Ad-Supported Streaming,Value,1982,0.0
1283,Other Ad-Supported Streaming,Value,1983,0.0
1284,Other Ad-Supported Streaming,Value,1984,0.0
1285,Other Ad-Supported Streaming,Value,1985,0.0
1286,Other Ad-Supported Streaming,Value,1986,0.0
1287,Other Ad-Supported Streaming,Value,1987,0.0
1288,Other Ad-Supported Streaming,Value,1988,0.0
1289,Other Ad-Supported Streaming,Value,1989,0.0
1290,Other Ad-Supported Streaming,Value,1990,0.0
1291,Other Ad-Supported Streaming,Value,1991,0.0
1292,Other Ad-Supported Streaming,Value,1992,0.0
1293,Other Ad-Supported Streaming,Value,1993,0.0
1294,Other Ad-Supported Streaming,Value,1994,0.0
1295,Other Ad-Supported Streaming,Value,1995,0.0
1296,Other Ad-Supported Streaming,Value,1996,0.0
1297,Other Ad-Supported Streaming,Value,1997,0.0
1298,Other Ad-Supported Streaming,Value,1998,0.0
1299,Other Ad-Supported Streaming,Value,1999,0.0
1300,Other Ad-Supported Streaming,Value,2000,0.0
1301,Other Ad-Supported Streaming,Value,2001,0.0
1302,Other Ad-Supported Streaming,Value,2002,0.0
1303,Other Ad-Supported Streaming,Value,2003,0.0
1304,Other Ad-Supported Streaming,Value,2004,0.0
1305,Other Ad-Supported Streaming,Value,2005,0.0
1306,Other Ad-Supported Streaming,Value,2006,0.0
1307,Other Ad-Supported Streaming,Value,2007,0.0
1308,Other Ad-Supported Streaming,Value,2008,0.0
1309,Other Ad-Supported Streaming,Value,2009,0.0
1310,Other Ad-Supported Streaming,Value,2010,0.0
1311,Other Ad-Supported Streaming,Value,2011,0.0
1312,Other Ad-Supported Streaming,Value,2012,0.0
1313,Other Ad-Supported Streaming,Value,2013,0.0
1314,Other Ad-Supported Streaming,Value,2014,0.0
1315,Other Ad-Supported Streaming,Value,2015,0.0
1316,Other Ad-Supported Streaming,Value,2016,81.260865617
1317,Other Ad-Supported Streaming,Value,2017,261.786858952
1318,Other Ad-Supported Streaming,Value,2018,251.411918813
1319,Other Ad-Supported Streaming,Value,2019,251.064710118
1320,Other Digital,Value,1980,0.0
1321,Other Digital,Value,1981,0.0
1322,Other Digital,Value,1982,0.0
1323,Other Digital,Value,1983,0.0
1324,Other Digital,Value,1984,0.0
1325,Other Digital,Value,1985,0.0
1326,Other Digital,Value,1986,0.0
1327,Other Digital,Value,1987,0.0
1328,Other Digital,Value,1988,0.0
1329,Other Digital,Value,1989,0.0
1330,Other Digital,Value,1990,0.0
1331,Other Digital,Value,1991,0.0
1332,Other Digital,Value,1992,0.0
1333,Other Digital,Value,1993,0.0
1334,Other Digital,Value,1994,0.0
1335,Other Digital,Value,1995,0.0
1336,Other Digital,Value,1996,0.0
1337,Other Digital,Value,1997,0.0
1338,Other Digital,Value,1998,0.0
1339,Other Digital,Value,1999,0.0
1340,Other Digital,Value,2000,0.0
1341,Other Digital,Value,2001,0.0
1342,Other Digital,Value,2002,0.0
1343,Other Digital,Value,2003,0.0
1344,Other Digital,Value,2004,0.0
1345,Other Digital,Value,2005,0.0
1346,Other Digital,Value,2006,0.0
1347,Other Digital,Value,2007,0.0
1348,Other Digital,Value,2008,0.0
1349,Other Digital,Value,2009,0.0
1350,Other Digital,Value,2010,0.0
1351,Other Digital,Value,2011,0.0
1352,Other Digital,Value,2012,0.0
1353,Other Digital,Value,2013,0.0
1354,Other Digital,Value,2014,0.0
1355,Other Digital,Value,2015,0.0
1356,Other Digital,Value,2016,17.141662871
1357,Other Digital,Value,2017,16.885109868
1358,Other Digital,Value,2018,19.839574865
1359,Other Digital,Value,2019,21.517175006
1360,Other Tapes,Value,1980,0.0
1361,Other Tapes,Value,1981,0.0
1362,Other Tapes,Value,1982,0.0
1363,Other Tapes,Value,1983,0.0
1364,Other Tapes,Value,1984,0.0
1365,Other Tapes,Value,1985,0.0
1366,Other Tapes,Value,1986,0.0
1367,Other Tapes,Value,1987,0.0
1368,Other Tapes,Value,1988,0.0
1369,Other Tapes,Value,1989,0.0
1370,Other Tapes,Value,1990,0.0
1371,Other Tapes,Value,1991,0.0
1372,Other Tapes,Value,1992,0.0
1373,Other Tapes,Value,1993,0.0
1374,Other Tapes,Value,1994,0.0
1375,Other Tapes,Value,1995,0.0
1376,Other Tapes,Value,1996,0.0
1377,Other Tapes,Value,1997,0.0
1378,Other Tapes,Value,1998,0.0
1379,Other Tapes,Value,1999,0.0
1380,Other Tapes,Value,2000,0.0
1381,Other Tapes,Value,2001,0.0
1382,Other Tapes,Value,2002,0.0
1383,Other Tapes,Value,2003,0.0
1384,Other Tapes,Value,2004,0.0
1385,Other Tapes,Value,2005,0.0
1386,Other Tapes,Value,2006,0.0
1387,Other Tapes,Value,2007,0.0
1388,Other Tapes,Value,2008,0.0
1389,Other Tapes,Value,2009,0.0
1390,Other Tapes,Value,2010,0.0
1391,Other Tapes,Value,2011,0.0
1392,Other Tapes,Value,2012,0.0
1393,Other Tapes,Value,2013,0.0
1394,Other Tapes,Value,2014,0.0
1395,Other Tapes,Value,2015,0.0
1396,Other Tapes,Value,2016,0.0
1397,Other Tapes,Value,2017,0.0
1398,Other Tapes,Value,2018,0.0
1399,Other Tapes,Value,2019,0.0
1400,Paid Subscription,Value,1980,0.0
1401,Paid Subscription,Value,1981,0.0
1402,Paid Subscription,Value,1982,0.0
1403,Paid Subscription,Value,1983,0.0
1404,Paid Subscription,Value,1984,0.0
1405,Paid Subscription,Value,1985,0.0
1406,Paid Subscription,Value,1986,0.0
1407,Paid Subscription,Value,1987,0.0
1408,Paid Subscription,Value,1988,0.0
1409,Paid Subscription,Value,1989,0.0
1410,Paid Subscription,Value,1990,0.0
1411,Paid Subscription,Value,1991,0.0
1412,Paid Subscription,Value,1992,0.0
1413,Paid Subscription,Value,1993,0.0
1414,Paid Subscription,Value,1994,0.0
1415,Paid Subscription,Value,1995,0.0
1416,Paid Subscription,Value,1996,0.0
1417,Paid Subscription,Value,1997,0.0
1418,Paid Subscription,Value,1998,0.0
1419,Paid Subscription,Value,1999,0.0
1420,Paid Subscription,Value,2000,0.0
1421,Paid Subscription,Value,2001,0.0
1422,Paid Subscription,Value,2002,0.0
1423,Paid Subscription,Value,2003,0.0
1424,Paid Subscription,Value,2004,0.0
1425,Paid Subscription,Value,2005,149.2
1426,Paid Subscription,Value,2006,206.2
1427,Paid Subscription,Value,2007,234.0
1428,Paid Subscription,Value,2008,221.4
1429,Paid Subscription,Value,2009,206.2
1430,Paid Subscription,Value,2010,212.4
1431,Paid Subscription,Value,2011,247.8
1432,Paid Subscription,Value,2012,399.88253109
1433,Paid Subscription,Value,2013,643.324288756
1434,Paid Subscription,Value,2014,770.270559124
1435,Paid Subscription,Value,2015,1156.708513551
1436,Paid Subscription,Value,2016,2244.154254171
1437,Paid Subscription,Value,2017,3500.549812779
1438,Paid Subscription,Value,2018,4655.968522014
1439,Paid Subscription,Value,2019,5934.397625188
1440,Ringtones & Ringbacks,Value,1980,0.0
1441,Ringtones & Ringbacks,Value,1981,0.0
1442,Ringtones & Ringbacks,Value,1982,0.0
1443,Ringtones & Ringbacks,Value,1983,0.0
1444,Ringtones & Ringbacks,Value,1984,0.0
1445,Ringtones & Ringbacks,Value,1985,0.0
1446,Ringtones & Ringbacks,Value,1986,0.0
1447,Ringtones & Ringbacks,Value,1987,0.0
1448,Ringtones & Ringbacks,Value,1988,0.0
1449,Ringtones & Ringbacks,Value,1989,0.0
1450,Ringtones & Ringbacks,Value,1990,0.0
1451,Ringtones & Ringbacks,Value,1991,0.0
1452,Ringtones & Ringbacks,Value,1992,0.0
1453,Ringtones & Ringbacks,Value,1993,0.0
1454,Ringtones & Ringbacks,Value,1994,0.0
1455,Ringtones & Ringbacks,Value,1995,0.0
1456,Ringtones & Ringbacks,Value,1996,0.0
1457,Ringtones & Ringbacks,Value,1997,0.0
1458,Ringtones & Ringbacks,Value,1998,0.0
1459,Ringtones & Ringbacks,Value,1999,0.0
1460,Ringtones & Ringbacks,Value,2000,0.0
1461,Ringtones & Ringbacks,Value,2001,0.0
1462,Ringtones & Ringbacks,Value,2002,0.0
1463,Ringtones & Ringbacks,Value,2003,0.0
1464,Ringtones & Ringbacks,Value,2004,0.0
1465,Ringtones & Ringbacks,Value,2005,421.6
1466,Ringtones & Ringbacks,Value,2006,773.8
1467,Ringtones & Ringbacks,Value,2007,1055.8
1468,Ringtones & Ringbacks,Value,2008,977.1
1469,Ringtones & Ringbacks,Value,2009,702.8
1470,Ringtones & Ringbacks,Value,2010,448.0
1471,Ringtones & Ringbacks,Value,2011,276.2
1472,Ringtones & Ringbacks,Value,2012,145.992935111
1473,Ringtones & Ringbacks,Value,2013,97.999612333
1474,Ringtones & Ringbacks,Value,2014,66.311370667
1475,Ringtones & Ringbacks,Value,2015,54.582024222
1476,Ringtones & Ringbacks,Value,2016,56.325299125
1477,Ringtones & Ringbacks,Value,2017,35.513735653
1478,Ringtones & Ringbacks,Value,2018,24.957859799
1479,Ringtones & Ringbacks,Value,2019,21.426736902
1480,SACD,Value,1980,0.0
1481,SACD,Value,1981,0.0
