,format,metric,year,value_actual
2055,LP/EP,Value (Adjusted),1995,42.106238189
2056,LP/EP,Value (Adjusted),1996,59.962891013
2057,LP/EP,Value (Adjusted),1997,53.042854206
2058,LP/EP,Value (Adjusted),1998,53.327226994
2059,LP/EP,Value (Adjusted),1999,48.79887515
2060,LP/EP,Value (Adjusted),2000,41.124848432
2061,LP/EP,Value (Adjusted),2001,39.5539345
2062,LP/EP,Value (Adjusted),2002,29.132676487
2063,LP/EP,Value (Adjusted),2003,30.150852717
2064,LP/EP,Value (Adjusted),2004,26.120593436
2065,LP/EP,Value (Adjusted),2005,18.58847619
2066,LP/EP,Value (Adjusted),2006,19.909796131
2067,LP/EP,Value (Adjusted),2007,28.24189725
2068,LP/EP,Value (Adjusted),2008,67.327217456
2069,LP/EP,Value (Adjusted),2009,76.028454765
2070,LP/EP,Value (Adjusted),2010,104.229680908
2071,LP/EP,Value (Adjusted),2011,135.705439252
2072,LP/EP,Value (Adjusted),2012,178.967982236
2073,LP/EP,Value (Adjusted),2013,231.274070194
2074,LP/EP,Value (Adjusted),2014,263.336179145
2075,LP/EP,Value (Adjusted),2015,359.598162864
2076,LP/EP,Value (Adjusted),2016,378.607270991
2077,LP/EP,Value (Adjusted),2017,405.212077272
2078,LP/EP,Value (Adjusted),2018,426.820186646
2079,LP/EP,Value (Adjusted),2019,497.588920842
2080,Limited Tier Paid Subscription,Value (Adjusted),1980,0.0
2081,Limited Tier Paid Subscription,Value (Adjusted),1981,0.0
2082,Limited Tier Paid Subscription,Value (Adjusted),1982,0.0
2083,Limited Tier Paid Subscription,Value (Adjusted),1983,0.0
2084,Limited Tier Paid Subscription,Value (Adjusted),1984,0.0
2085,Limited Tier Paid Subscription,Value (Adjusted),1985,0.0
2086,Limited Tier Paid Subscription,Value (Adjusted),1986,0.0
2087,Limited Tier Paid Subscription,Value (Adjusted),1987,0.0
2088,Limited Tier Paid Subscription,Value (Adjusted),1988,0.0
2089,Limited Tier Paid Subscription,Value (Adjusted),1989,0.0
2090,Limited Tier Paid Subscription,Value (Adjusted),1990,0.0
2091,Limited Tier Paid Subscription,Value (Adjusted),1991,0.0
2092,Limited Tier Paid Subscription,Value (Adjusted),1992,0.0
2093,Limited Tier Paid Subscription,Value (Adjusted),1993,0.0
2094,Limited Tier Paid Subscription,Value (Adjusted),1994,0.0
2095,Limited Tier Paid Subscription,Value (Adjusted),1995,0.0
2096,Limited Tier Paid Subscription,Value (Adjusted),1996,0.0
2097,Limited Tier Paid Subscription,Value (Adjusted),1997,0.0
2098,Limited Tier Paid Subscription,Value (Adjusted),1998,0.0
2099,Limited Tier Paid Subscription,Value (Adjusted),1999,0.0
2100,Limited Tier Paid Subscription,Value (Adjusted),2000,0.0
2101,Limited Tier Paid Subscription,Value (Adjusted),2001,0.0
2102,Limited Tier Paid Subscription,Value (Adjusted),2002,0.0
2103,Limited Tier Paid Subscription,Value (Adjusted),2003,0.0
2104,Limited Tier Paid Subscription,Value (Adjusted),2004,0.0
2105,Limited Tier Paid Subscription,Value (Adjusted),2005,0.0
2106,Limited Tier Paid Subscription,Value (Adjusted),2006,0.0
2107,Limited Tier Paid Subscription,Value (Adjusted),2007,0.0
2108,Limited Tier Paid Subscription,Value (Adjusted),2008,0.0
2109,Limited Tier Paid Subscription,Value (Adjusted),2009,0.0
2110,Limited Tier Paid Subscription,Value (Adjusted),2010,0.0
2111,Limited Tier Paid Subscription,Value (Adjusted),2011,0.0
2112,Limited Tier Paid Subscription,Value (Adjusted),2012,0.0
2113,Limited Tier Paid Subscription,Value (Adjusted),2013,0.0
2114,Limited Tier Paid Subscription,Value (Adjusted),2014,0.0
2115,Limited Tier Paid Subscription,Value (Adjusted),2015,0.0
2116,Limited Tier Paid Subscription,Value (Adjusted),2016,280.536691286
2117,Limited Tier Paid Subscription,Value (Adjusted),2017,617.032317981
2118,Limited Tier Paid Subscription,Value (Adjusted),2018,760.591366006
2119,Limited Tier Paid Subscription,Value (Adjusted),2019,829.498739675
2120,Music Video (Physical),Value (Adjusted),1980,0.0
2121,Music Video (Physical),Value (Adjusted),1981,0.0
2122,Music Video (Physical),Value (Adjusted),1982,0.0
2123,Music Video (Physical),Value (Adjusted),1983,0.0
2124,Music Video (Physical),Value (Adjusted),1984,0.0
2125,Music Video (Physical),Value (Adjusted),1985,0.0
2126,Music Video (Physical),Value (Adjusted),1986,0.0
2127,Music Video (Physical),Value (Adjusted),1987,0.0
2128,Music Video (Physical),Value (Adjusted),1988,0.0
2129,Music Video (Physical),Value (Adjusted),1989,237.92595
2130,Music Video (Physical),Value (Adjusted),1990,337.029082632
2131,Music Video (Physical),Value (Adjusted),1991,221.682024229
2132,Music Video (Physical),Value (Adjusted),1992,286.816905203
2133,Music Video (Physical),Value (Adjusted),1993,377.381578547
2134,Music Video (Physical),Value (Adjusted),1994,398.666212551
2135,Music Video (Physical),Value (Adjusted),1995,369.561923228
2136,Music Video (Physical),Value (Adjusted),1996,384.70756979
2137,Music Video (Physical),Value (Adjusted),1997,515.933347664
2138,Music Video (Physical),Value (Adjusted),1998,796.771509202
2139,Music Video (Physical),Value (Adjusted),1999,578.067178271
2140,Music Video (Physical),Value (Adjusted),2000,418.523277003
2141,Music Video (Physical),Value (Adjusted),2001,475.224643704
