,Unnamed: 0,index,date,rank,song,artist,last-week,peak-rank,weeks-on-board,release_year,count,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error
249,1345,1860,1994,74,This D.J.,Warren G,69.0,9,20,1994,1,2ImuQo1g14CTR9hZAZD3aQ,0.804,0.443,6.0,-10.268,0.0,0.134,0.0312,0.0225,0.112,0.58,92.035,audio_features,2ImuQo1g14CTR9hZAZD3aQ,spotify:track:2ImuQo1g14CTR9hZAZD3aQ,https://api.spotify.com/v1/tracks/2ImuQo1g14CTR9hZAZD3aQ,https://api.spotify.com/v1/audio-analysis/2ImuQo1g14CTR9hZAZD3aQ,203027.0,4.0,
250,1346,1862,1994,51,Funkdafied,Da Brat,40.0,6,20,1994,1,29VrHhpC5AS9b7XJYDPhqb,0.802,0.461,11.0,-12.367,0.0,0.302,0.0757,0.0,0.109,0.74,90.995,audio_features,29VrHhpC5AS9b7XJYDPhqb,spotify:track:29VrHhpC5AS9b7XJYDPhqb,https://api.spotify.com/v1/tracks/29VrHhpC5AS9b7XJYDPhqb,https://api.spotify.com/v1/audio-analysis/29VrHhpC5AS9b7XJYDPhqb,185933.0,4.0,
251,1362,1880,1994,44,Mmm Mmm Mmm Mmm,Crash Test Dummies,38.0,4,24,1994,1,5dntGTbUtmUO239wQ0k3yM,0.659,0.718,7.0,-5.607,0.0,0.0507,0.202,1.01e-06,0.2,0.297,136.96,audio_features,5dntGTbUtmUO239wQ0k3yM,spotify:track:5dntGTbUtmUO239wQ0k3yM,https://api.spotify.com/v1/tracks/5dntGTbUtmUO239wQ0k3yM,https://api.spotify.com/v1/audio-analysis/5dntGTbUtmUO239wQ0k3yM,192347.0,4.0,
252,1363,1881,1994,46,Loser,Beck,37.0,10,24,1994,1,5PntSbMHC1ud6Vvl8x56qd,0.654,0.611,2.0,-10.45,1.0,0.119,0.0337,0.000178,0.405,0.786,85.387,audio_features,5PntSbMHC1ud6Vvl8x56qd,spotify:track:5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd,235000.0,4.0,
253,1376,1894,1994,58,Gin And Juice,Snoop Doggy Dogg,45.0,8,20,1994,1,39QBkWKnap8wRSW4WB9OK0,0.603,0.762,4.0,-7.744,0.0,0.285,0.0953,1.53e-05,0.478,0.379,94.726,audio_features,39QBkWKnap8wRSW4WB9OK0,spotify:track:39QBkWKnap8wRSW4WB9OK0,https://api.spotify.com/v1/tracks/39QBkWKnap8wRSW4WB9OK0,https://api.spotify.com/v1/audio-analysis/39QBkWKnap8wRSW4WB9OK0,211867.0,4.0,
254,1377,1895,1994,41,Cantaloop (Flip Fantasia),US3,35.0,9,27,1994,1,2AnTuxahfcAS7dGxGZnihY,0.852,0.655,5.0,-11.498,0.0,0.0645,0.107,2.07e-05,0.137,0.952,115.962,audio_features,2AnTuxahfcAS7dGxGZnihY,spotify:track:2AnTuxahfcAS7dGxGZnihY,https://api.spotify.com/v1/tracks/2AnTuxahfcAS7dGxGZnihY,https://api.spotify.com/v1/audio-analysis/2AnTuxahfcAS7dGxGZnihY,279360.0,4.0,
255,1385,1904,1994,78,Getto Jam,Domino,64.0,7,20,1994,1,2mGxDOaHdBWnJY7V0In8Vx,0.802,0.547,9.0,-12.085,1.0,0.131,0.0312,1.34e-06,0.326,0.492,86.576,audio_features,2mGxDOaHdBWnJY7V0In8Vx,spotify:track:2mGxDOaHdBWnJY7V0In8Vx,https://api.spotify.com/v1/tracks/2mGxDOaHdBWnJY7V0In8Vx,https://api.spotify.com/v1/audio-analysis/2mGxDOaHdBWnJY7V0In8Vx,259280.0,4.0,
256,1386,1905,1994,47,Whoomp! (There It Is),Tag Team,41.0,2,45,1994,1,3oWXoSkjdbTlQlteizN7Hb,0.798,0.639,4.0,-7.391,0.0,0.0424,0.00141,0.0,0.0836,0.421,129.443,audio_features,3oWXoSkjdbTlQlteizN7Hb,spotify:track:3oWXoSkjdbTlQlteizN7Hb,https://api.spotify.com/v1/tracks/3oWXoSkjdbTlQlteizN7Hb,https://api.spotify.com/v1/audio-analysis/3oWXoSkjdbTlQlteizN7Hb,225267.0,4.0,
257,1387,1906,1994,48,Linger,The Cranberries,34.0,8,24,1994,1,0gEyKnHvgkrkBM6fbeHdwK,0.439,0.434,7.0,-14.918,1.0,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,audio_features,0gEyKnHvgkrkBM6fbeHdwK,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/tracks/0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/audio-analysis/0gEyKnHvgkrkBM6fbeHdwK,274707.0,4.0,
258,1388,1907,1994,35,Shoop,Salt-N-Pepa,32.0,4,25,1994,1,0Pu71wxadDlB8fJXfjIjeJ,0.939,0.675,0.0,-7.232,1.0,0.211,0.0915,0.0,0.0565,0.795,96.918,audio_features,0Pu71wxadDlB8fJXfjIjeJ,spotify:track:0Pu71wxadDlB8fJXfjIjeJ,https://api.spotify.com/v1/tracks/0Pu71wxadDlB8fJXfjIjeJ,https://api.spotify.com/v1/audio-analysis/0Pu71wxadDlB8fJXfjIjeJ,248573.0,4.0,
259,1389,1908,1994,55,Gangsta Lean,DRS,46.0,4,20,1994,1,4lK208g4CpAn8ZwirAuaiQ,0.792,0.618,1.0,-6.737,1.0,0.0531,0.143,0.0,0.111,0.15,132.031,audio_features,4lK208g4CpAn8ZwirAuaiQ,spotify:track:4lK208g4CpAn8ZwirAuaiQ,https://api.spotify.com/v1/tracks/4lK208g4CpAn8ZwirAuaiQ,https://api.spotify.com/v1/audio-analysis/4lK208g4CpAn8ZwirAuaiQ,129161.0,4.0,
260,1390,1909,1994,50,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,45.0,1,22,1994,1,57udlq7E7Fg0NWMkJAexP9,0.238,0.791,10.0,-4.311,1.0,0.0399,0.109,0.0,0.325,0.25,153.931,audio_features,57udlq7E7Fg0NWMkJAexP9,spotify:track:57udlq7E7Fg0NWMkJAexP9,https://api.spotify.com/v1/tracks/57udlq7E7Fg0NWMkJAexP9,https://api.spotify.com/v1/audio-analysis/57udlq7E7Fg0NWMkJAexP9,202013.0,4.0,
271,1470,1990,1993,52,Informer,Snow,41.0,1,25,1993,1,2LjiPAQOVazT8sRyXL3XRs,0.763,0.742,6.0,-10.975,0.0,0.188,0.0984,0.0,0.38,0.483,98.145,audio_features,2LjiPAQOVazT8sRyXL3XRs,spotify:track:2LjiPAQOVazT8sRyXL3XRs,https://api.spotify.com/v1/tracks/2LjiPAQOVazT8sRyXL3XRs,https://api.spotify.com/v1/audio-analysis/2LjiPAQOVazT8sRyXL3XRs,268910.0,4.0,
263,1423,1942,1993,49,I'm Gonna Be (500 Miles),The Proclaimers,42.0,3,20,1993,1,7Auxc2xfUFCjuk6XjoCdqt,0.578,0.742,4.0,-8.555,0.0,0.0504,0.0576,3.91e-05,0.181,0.606,81.991,audio_features,7Auxc2xfUFCjuk6XjoCdqt,spotify:track:7Auxc2xfUFCjuk6XjoCdqt,https://api.spotify.com/v1/tracks/7Auxc2xfUFCjuk6XjoCdqt,https://api.spotify.com/v1/audio-analysis/7Auxc2xfUFCjuk6XjoCdqt,292786.0,4.0,
264,1424,1943,1993,43,Show Me Love,Robin S.,43.0,5,28,1993,1,44bZbArsAjauOJDbT3mW53,0.497,0.465,1.0,-12.73,1.0,0.234,0.0354,0.125,0.0795,0.704,194.052,audio_features,44bZbArsAjauOJDbT3mW53,spotify:track:44bZbArsAjauOJDbT3mW53,https://api.spotify.com/v1/tracks/44bZbArsAjauOJDbT3mW53,https://api.spotify.com/v1/audio-analysis/44bZbArsAjauOJDbT3mW53,189330.0,4.0,
262,1408,1927,1993,49,Runaway Train,Soul Asylum,41.0,5,26,1993,1,3TW48DvQ7ChwY1Yy1tkMaP,0.613,0.72,0.0,-7.957,1.0,0.0425,0.0132,0.0,0.104,0.561,117.341,audio_features,3TW48DvQ7ChwY1Yy1tkMaP,spotify:track:3TW48DvQ7ChwY1Yy1tkMaP,https://api.spotify.com/v1/tracks/3TW48DvQ7ChwY1Yy1tkMaP,https://api.spotify.com/v1/audio-analysis/3TW48DvQ7ChwY1Yy1tkMaP,265867.0,4.0,
188,1416,1935,1993,50,Lately,Jodeci,37.0,4,24,1993,1,5uKeg9x7ykaz7xe13vL1hg,0.751,0.503,1.0,-10.419,0.0,0.0962,0.218,0.00486,0.136,0.17,100.016,audio_features,5uKeg9x7ykaz7xe13vL1hg,spotify:track:5uKeg9x7ykaz7xe13vL1hg,https://api.spotify.com/v1/tracks/5uKeg9x7ykaz7xe13vL1hg,https://api.spotify.com/v1/audio-analysis/5uKeg9x7ykaz7xe13vL1hg,77867.0,4.0,
187,1416,1935,1993,50,Lately,Jodeci,37.0,4,24,1993,1,5uKeg9x7ykaz7xe13vL1hg,0.751,0.503,1.0,-10.419,0.0,0.0962,0.218,0.00486,0.136,0.17,100.016,audio_features,5uKeg9x7ykaz7xe13vL1hg,spotify:track:5uKeg9x7ykaz7xe13vL1hg,https://api.spotify.com/v1/tracks/5uKeg9x7ykaz7xe13vL1hg,https://api.spotify.com/v1/audio-analysis/5uKeg9x7ykaz7xe13vL1hg,77867.0,4.0,
266,1445,1964,1993,46,Knockin' Da Boots,H-Town,42.0,3,25,1993,1,6x53SJOV1PAZ8ZUwH4NFXQ,0.726,0.501,1.0,-13.884,0.0,0.154,0.155,0.0,0.0893,0.582,128.099,audio_features,6x53SJOV1PAZ8ZUwH4NFXQ,spotify:track:6x53SJOV1PAZ8ZUwH4NFXQ,https://api.spotify.com/v1/tracks/6x53SJOV1PAZ8ZUwH4NFXQ,https://api.spotify.com/v1/audio-analysis/6x53SJOV1PAZ8ZUwH4NFXQ,330945.0,4.0,
267,1461,1980,1993,49,Two Princes,Spin Doctors,43.0,7,29,1993,1,0cuq829zRNq4AEdmDJA4aw,0.544,0.905,7.0,-10.732,1.0,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594,audio_features,0cuq829zRNq4AEdmDJA4aw,spotify:track:0cuq829zRNq4AEdmDJA4aw,https://api.spotify.com/v1/tracks/0cuq829zRNq4AEdmDJA4aw,https://api.spotify.com/v1/audio-analysis/0cuq829zRNq4AEdmDJA4aw,256947.0,4.0,
268,1462,1981,1993,50,Don't Walk Away,Jade,44.0,4,35,1993,1,7n6Zwr9JmTKQ6XjjYOjdLF,0.516,0.448,10.0,-11.403,0.0,0.313,0.721,0.0,0.122,0.494,89.682,audio_features,7n6Zwr9JmTKQ6XjjYOjdLF,spotify:track:7n6Zwr9JmTKQ6XjjYOjdLF,https://api.spotify.com/v1/tracks/7n6Zwr9JmTKQ6XjjYOjdLF,https://api.spotify.com/v1/audio-analysis/7n6Zwr9JmTKQ6XjjYOjdLF,384773.0,4.0,
269,1466,1986,1993,47,Freak Me,Silk,34.0,1,24,1993,1,0AluA5RNsa4Cx6XRhf2hWZ,0.81,0.353,6.0,-9.931,0.0,0.31,0.588,0.0,0.102,0.0727,88.031,audio_features,0AluA5RNsa4Cx6XRhf2hWZ,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ,208293.0,4.0,
270,1467,1987,1993,38,Ditty,Paperboy,32.0,10,30,1993,1,7hARdySaXWuTLeqBrYP2xf,0.909,0.633,1.0,-7.923,1.0,0.307,0.0921,0.63,0.238,0.433,145.075,audio_features,7hARdySaXWuTLeqBrYP2xf,spotify:track:7hARdySaXWuTLeqBrYP2xf,https://api.spotify.com/v1/tracks/7hARdySaXWuTLeqBrYP2xf,https://api.spotify.com/v1/audio-analysis/7hARdySaXWuTLeqBrYP2xf,129607.0,4.0,
272,1478,1999,1993,47,7,Prince And The New Power Generation,39.0,7,23,1993,1,3dPQuX8Gs42Y7b454ybpMR,0.743,0.446,4.0,-7.807,0.0,0.0683,0.0039,0.118,0.337,0.278,123.596,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107.0,4.0,
273,1479,2000,1993,48,Rump Shaker,Wreckx-N-Effect,45.0,2,28,1993,1,4dY4JVC0Q9CwpeZ6JAclIc,0.888,0.822,5.0,-6.843,0.0,0.219,0.0025,0.0197,0.303,0.233,102.753,audio_features,4dY4JVC0Q9CwpeZ6JAclIc,spotify:track:4dY4JVC0Q9CwpeZ6JAclIc,https://api.spotify.com/v1/tracks/4dY4JVC0Q9CwpeZ6JAclIc,https://api.spotify.com/v1/audio-analysis/4dY4JVC0Q9CwpeZ6JAclIc,312360.0,4.0,
274,1490,2011,1993,75,How Do You Talk To An Angel,The Heights,69.0,1,20,1993,1,2QVHmiFTjFsHyxONRdbkcq,0.404,0.51,9.0,-11.353,1.0,0.0321,0.281,6.32e-06,0.0789,0.526,80.643,audio_features,2QVHmiFTjFsHyxONRdbkcq,spotify:track:2QVHmiFTjFsHyxONRdbkcq,https://api.spotify.com/v1/tracks/2QVHmiFTjFsHyxONRdbkcq,https://api.spotify.com/v1/audio-analysis/2QVHmiFTjFsHyxONRdbkcq,227267.0,4.0,
275,1491,2012,1993,48,Sometimes Love Just Ain't Enough,Patty Smyth,37.0,2,24,1993,1,3CUV8wsoTTKznGpEovrnZw,0.561,0.442,10.0,-10.687,1.0,0.0243,0.329,0.0,0.24,0.267,82.996,audio_features,3CUV8wsoTTKznGpEovrnZw,spotify:track:3CUV8wsoTTKznGpEovrnZw,https://api.spotify.com/v1/tracks/3CUV8wsoTTKznGpEovrnZw,https://api.spotify.com/v1/audio-analysis/3CUV8wsoTTKznGpEovrnZw,267600.0,4.0,
276,1492,2013,1993,47,Jump Around,House Of Pain,38.0,3,30,1993,1,7L93GESzq43UkKUt5FsOCq,0.811,0.823,4.0,-5.921,0.0,0.0423,0.0553,4.52e-06,0.158,0.827,106.929,audio_features,7L93GESzq43UkKUt5FsOCq,spotify:track:7L93GESzq43UkKUt5FsOCq,https://api.spotify.com/v1/tracks/7L93GESzq43UkKUt5FsOCq,https://api.spotify.com/v1/audio-analysis/7L93GESzq43UkKUt5FsOCq,218547.0,4.0,
265,1433,1952,1993,62,Slam,Onyx,60.0,4,20,1993,1,3CnK206lwL8j2ETlzBC9go,0.553,0.572,1.0,-6.703,1.0,0.039,0.000115,0.0,0.115,0.168,135.036,audio_features,3CnK206lwL8j2ETlzBC9go,spotify:track:3CnK206lwL8j2ETlzBC9go,https://api.spotify.com/v1/tracks/3CnK206lwL8j2ETlzBC9go,https://api.spotify.com/v1/audio-analysis/3CnK206lwL8j2ETlzBC9go,160560.0,3.0,
278,1499,2021,1992,61,Stay,Shakespear's Sister,48.0,4,20,1992,1,6GXgd1BPD9bUpqw5AntGV5,0.586,0.72,0.0,-5.556,1.0,0.035,0.000718,0.0,0.0949,0.481,97.057,audio_features,6GXgd1BPD9bUpqw5AntGV5,spotify:track:6GXgd1BPD9bUpqw5AntGV5,https://api.spotify.com/v1/tracks/6GXgd1BPD9bUpqw5AntGV5,https://api.spotify.com/v1/audio-analysis/6GXgd1BPD9bUpqw5AntGV5,193289.0,4.0,
279,1506,2028,1992,49,Life Is A Highway,Tom Cochrane,46.0,6,26,1992,1,5gB2IrxOCX2j9bMnHKP38i,0.562,0.934,5.0,-5.562,1.0,0.0607,0.00211,0.0,0.199,0.558,103.042,audio_features,5gB2IrxOCX2j9bMnHKP38i,spotify:track:5gB2IrxOCX2j9bMnHKP38i,https://api.spotify.com/v1/tracks/5gB2IrxOCX2j9bMnHKP38i,https://api.spotify.com/v1/audio-analysis/5gB2IrxOCX2j9bMnHKP38i,275640.0,4.0,
280,1507,2029,1992,44,Achy Breaky Heart,Billy Ray Cyrus,35.0,4,25,1992,1,2EoIt9vdgFRNW03u5IvFsQ,0.8,0.563,9.0,-10.209,1.0,0.0303,0.051,0.0,0.0797,0.961,121.808,audio_features,2EoIt9vdgFRNW03u5IvFsQ,spotify:track:2EoIt9vdgFRNW03u5IvFsQ,https://api.spotify.com/v1/tracks/2EoIt9vdgFRNW03u5IvFsQ,https://api.spotify.com/v1/audio-analysis/2EoIt9vdgFRNW03u5IvFsQ,203373.0,4.0,
292,1552,2076,1992,60,I Wonder Why,Curtis Stigers,57.0,9,20,1992,1,3wwo0bJvDSorOpNfzEkfXx,0.635,0.537,7.0,-7.895,0.0,0.0832,0.172,0.0,0.418,0.383,125.028,audio_features,3wwo0bJvDSorOpNfzEkfXx,spotify:track:3wwo0bJvDSorOpNfzEkfXx,https://api.spotify.com/v1/tracks/3wwo0bJvDSorOpNfzEkfXx,https://api.spotify.com/v1/audio-analysis/3wwo0bJvDSorOpNfzEkfXx,215381.0,4.0,
291,1551,2075,1992,54,Set The Night To Music,Roberta Flack With Maxi Priest,47.0,6,20,1992,1,7KliUWt470SHZX8pKl3CT7,0.19,0.0542,0.0,-20.29,1.0,0.0405,0.962,0.477,0.103,0.362,168.375,audio_features,7KliUWt470SHZX8pKl3CT7,spotify:track:7KliUWt470SHZX8pKl3CT7,https://api.spotify.com/v1/tracks/7KliUWt470SHZX8pKl3CT7,https://api.spotify.com/v1/audio-analysis/7KliUWt470SHZX8pKl3CT7,114560.0,3.0,
290,1538,2060,1992,46,Smells Like Teen Spirit,Nirvana,38.0,6,20,1992,1,5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1.0,-4.556,1.0,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920.0,4.0,
289,1535,2057,1992,50,Finally,CeCe Peniston,50.0,5,33,1992,1,4HJJh915LuQpMjEO0tFwhx,0.166,0.00398,4.0,-34.203,1.0,0.0515,0.861,0.906,0.112,0.113,128.278,audio_features,4HJJh915LuQpMjEO0tFwhx,spotify:track:4HJJh915LuQpMjEO0tFwhx,https://api.spotify.com/v1/tracks/4HJJh915LuQpMjEO0tFwhx,https://api.spotify.com/v1/audio-analysis/4HJJh915LuQpMjEO0tFwhx,160000.0,4.0,
288,1534,2056,1992,35,I'm Too Sexy,Right Said Fred,25.0,1,21,1992,1,3qEODCkVZpKfTqbNsorj8j,0.622,0.867,0.0,-9.157,0.0,0.0508,0.00465,0.00274,0.0809,0.87,132.022,audio_features,3qEODCkVZpKfTqbNsorj8j,spotify:track:3qEODCkVZpKfTqbNsorj8j,https://api.spotify.com/v1/tracks/3qEODCkVZpKfTqbNsorj8j,https://api.spotify.com/v1/audio-analysis/3qEODCkVZpKfTqbNsorj8j,282947.0,4.0,
287,1526,2048,1992,48,To Be With You,Mr. Big,43.0,1,24,1992,1,0eifvmNPHWaSh4IKNR4Xva,0.688,0.284,4.0,-13.577,1.0,0.0574,0.359,0.0,0.127,0.482,83.433,audio_features,0eifvmNPHWaSh4IKNR4Xva,spotify:track:0eifvmNPHWaSh4IKNR4Xva,https://api.spotify.com/v1/tracks/0eifvmNPHWaSh4IKNR4Xva,https://api.spotify.com/v1/audio-analysis/0eifvmNPHWaSh4IKNR4Xva,208080.0,4.0,
286,1525,2047,1992,47,Beauty And The Beast,Celine Dion And Peabo Bryson,38.0,9,20,1992,1,1h9sbBtqXjji9nnBsxaxNR,0.432,0.0877,8.0,-27.006,1.0,0.068,0.995,0.922,0.117,0.149,79.203,audio_features,1h9sbBtqXjji9nnBsxaxNR,spotify:track:1h9sbBtqXjji9nnBsxaxNR,https://api.spotify.com/v1/tracks/1h9sbBtqXjji9nnBsxaxNR,https://api.spotify.com/v1/audio-analysis/1h9sbBtqXjji9nnBsxaxNR,167056.0,4.0,
285,1517,2039,1992,47,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,42.0,6,24,1992,1,18sytW2s53Of6NVudQyUlH,0.672,0.52,7.0,-9.965,0.0,0.0407,0.0985,1.28e-06,0.0365,0.551,137.213,audio_features,18sytW2s53Of6NVudQyUlH,spotify:track:18sytW2s53Of6NVudQyUlH,https://api.spotify.com/v1/tracks/18sytW2s53Of6NVudQyUlH,https://api.spotify.com/v1/audio-analysis/18sytW2s53Of6NVudQyUlH,356960.0,4.0,
284,1513,2035,1992,43,Live And Learn,Joe Public,37.0,4,21,1992,1,1l2B9MSxxP570fk7oRDwNk,0.72,0.653,1.0,-5.443,1.0,0.195,0.202,0.0,0.06,0.964,158.111,audio_features,1l2B9MSxxP570fk7oRDwNk,spotify:track:1l2B9MSxxP570fk7oRDwNk,https://api.spotify.com/v1/tracks/1l2B9MSxxP570fk7oRDwNk,https://api.spotify.com/v1/audio-analysis/1l2B9MSxxP570fk7oRDwNk,151899.0,4.0,
283,1512,2034,1992,46,Jump,Kris Kross,42.0,1,21,1992,1,7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0.0,-6.219,1.0,0.0317,0.171,0.000377,0.0702,0.795,129.981,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600.0,4.0,
277,1498,2019,1992,50,Please Don't Go,K.W.S.,50.0,6,26,1992,1,6DHPLbudo5JXNdUlG7zDcC,0.683,0.554,6.0,-7.487,0.0,0.05,0.379,0.00011,0.0845,0.452,85.455,audio_features,6DHPLbudo5JXNdUlG7zDcC,spotify:track:6DHPLbudo5JXNdUlG7zDcC,https://api.spotify.com/v1/tracks/6DHPLbudo5JXNdUlG7zDcC,https://api.spotify.com/v1/audio-analysis/6DHPLbudo5JXNdUlG7zDcC,181499.0,4.0,
282,1509,2031,1992,41,The Best Things In Life Are Free,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,43.0,10,20,1992,1,6jF3FFsAvliEqH0mWrkOla,0.603,0.693,1.0,-7.832,1.0,0.425,0.16,0.0,0.315,0.795,136.507,audio_features,6jF3FFsAvliEqH0mWrkOla,spotify:track:6jF3FFsAvliEqH0mWrkOla,https://api.spotify.com/v1/tracks/6jF3FFsAvliEqH0mWrkOla,https://api.spotify.com/v1/audio-analysis/6jF3FFsAvliEqH0mWrkOla,91867.0,4.0,
281,1508,2030,1992,41,Baby Got Back,Sir Mix-A-Lot,32.0,1,28,1992,1,1SAkL1mYNJlaqnBQxVZrRl,0.926,0.669,1.0,-11.271,1.0,0.301,0.0051,0.0,0.0887,0.642,128.462,audio_features,1SAkL1mYNJlaqnBQxVZrRl,spotify:track:1SAkL1mYNJlaqnBQxVZrRl,https://api.spotify.com/v1/tracks/1SAkL1mYNJlaqnBQxVZrRl,https://api.spotify.com/v1/audio-analysis/1SAkL1mYNJlaqnBQxVZrRl,262827.0,4.0,
294,1562,2086,1991,51,The One And Only,Chesney Hawkes,29.0,10,20,1991,1,6zOg9gP62RJSsKFeOBAgvH,0.764,0.525,8.0,-5.969,1.0,0.048,0.0296,0.0,0.0993,0.787,95.813,audio_features,6zOg9gP62RJSsKFeOBAgvH,spotify:track:6zOg9gP62RJSsKFeOBAgvH,https://api.spotify.com/v1/tracks/6zOg9gP62RJSsKFeOBAgvH,https://api.spotify.com/v1/audio-analysis/6zOg9gP62RJSsKFeOBAgvH,289413.0,4.0,
295,1566,2091,1991,32,Something To Talk About,Bonnie Raitt,49.0,5,20,1991,1,19Xbs8nrPaB4XGK5nVBbFC,0.612,0.934,9.0,-5.126,0.0,0.0663,0.049,0.0,0.103,0.293,130.002,audio_features,19Xbs8nrPaB4XGK5nVBbFC,spotify:track:19Xbs8nrPaB4XGK5nVBbFC,https://api.spotify.com/v1/tracks/19Xbs8nrPaB4XGK5nVBbFC,https://api.spotify.com/v1/audio-analysis/19Xbs8nrPaB4XGK5nVBbFC,204352.0,4.0,
296,1569,2094,1991,86,Wind Of Change,Scorpions,67.0,4,25,1991,1,3ovjw5HZZv43SxTwApooCM,0.452,0.524,0.0,-10.108,1.0,0.0351,0.315,0.0,0.103,0.246,151.505,audio_features,3ovjw5HZZv43SxTwApooCM,spotify:track:3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/tracks/3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/audio-analysis/3ovjw5HZZv43SxTwApooCM,312360.0,4.0,
297,1583,2108,1991,83,3 A.M. Eternal,The KLF,71.0,5,19,1991,1,5xLYRX8S5vRuwM6TT9iLXw,0.221,0.282,11.0,-12.259,1.0,0.0436,0.985,0.00014,0.142,0.171,155.558,audio_features,5xLYRX8S5vRuwM6TT9iLXw,spotify:track:5xLYRX8S5vRuwM6TT9iLXw,https://api.spotify.com/v1/tracks/5xLYRX8S5vRuwM6TT9iLXw,https://api.spotify.com/v1/audio-analysis/5xLYRX8S5vRuwM6TT9iLXw,106587.0,4.0,
298,1590,2116,1991,92,Temptation,Corina,74.0,6,21,1991,1,3gJDgenxLephg09x86IxPs,0.775,0.707,10.0,-5.339,0.0,0.152,0.397,0.0,0.874,0.78,104.979,audio_features,3gJDgenxLephg09x86IxPs,spotify:track:3gJDgenxLephg09x86IxPs,https://api.spotify.com/v1/tracks/3gJDgenxLephg09x86IxPs,https://api.spotify.com/v1/audio-analysis/3gJDgenxLephg09x86IxPs,244198.0,4.0,
299,1591,2117,1991,82,P.A.S.S.I.O.N.,Rhythm Syndicate,58.0,2,17,1991,1,1h03RlDAS9H7QWX82HdO9x,0.571,0.987,0.0,-5.401,0.0,0.0343,0.045,0.905,0.302,0.891,131.85,audio_features,1h03RlDAS9H7QWX82HdO9x,spotify:track:1h03RlDAS9H7QWX82HdO9x,https://api.spotify.com/v1/tracks/1h03RlDAS9H7QWX82HdO9x,https://api.spotify.com/v1/audio-analysis/1h03RlDAS9H7QWX82HdO9x,226992.0,4.0,
300,1592,2118,1991,91,Place In This World,Michael W. Smith,79.0,6,21,1991,1,73OX8GdpOeGzKC6OvGSbsv,0.576,0.777,9.0,-2.881,1.0,0.0324,0.051,0.0,0.32,0.428,115.028,audio_features,73OX8GdpOeGzKC6OvGSbsv,spotify:track:73OX8GdpOeGzKC6OvGSbsv,https://api.spotify.com/v1/tracks/73OX8GdpOeGzKC6OvGSbsv,https://api.spotify.com/v1/audio-analysis/73OX8GdpOeGzKC6OvGSbsv,199200.0,4.0,
301,1593,2119,1991,94,Unbelievable,EMF,81.0,1,23,1991,1,5VYTKiOnHw4iTrB9pG3yum,0.636,0.848,1.0,-6.854,1.0,0.0362,0.000339,0.0402,0.141,0.934,104.073,audio_features,5VYTKiOnHw4iTrB9pG3yum,spotify:track:5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/tracks/5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/audio-analysis/5VYTKiOnHw4iTrB9pG3yum,209813.0,4.0,
